"","betas",".value"
"4501","b_scaleraw.x",0.409650964946423
"4502","b_scaleraw.x",0.408078206112043
"4503","b_scaleraw.x",0.156450546691144
"4504","b_scaleraw.x",0.223909243041128
"4505","b_scaleraw.x",0.448770760933238
"4506","b_scaleraw.x",0.041830512205011
"4507","b_scaleraw.x",0.000524651978318767
"4508","b_scaleraw.x",0.279278562149494
"4509","b_scaleraw.x",0.398046564847449
"4510","b_scaleraw.x",0.111163960446902
"4511","b_scaleraw.x",-0.105374824261608
"4512","b_scaleraw.x",0.559476253458231
"4513","b_scaleraw.x",0.5077883656667
"4514","b_scaleraw.x",0.27208825474172
"4515","b_scaleraw.x",0.408209480749076
"4516","b_scaleraw.x",-0.131119655899143
"4517","b_scaleraw.x",-0.115065771248716
"4518","b_scaleraw.x",-0.0260409746165949
"4519","b_scaleraw.x",-0.0989209102692444
"4520","b_scaleraw.x",-0.0107306672369566
"4521","b_scaleraw.x",0.06027748013357
"4522","b_scaleraw.x",0.000956318592227043
"4523","b_scaleraw.x",0.247043259089114
"4524","b_scaleraw.x",0.29791434913536
"4525","b_scaleraw.x",0.145477306889088
"4526","b_scaleraw.x",0.267883883938722
"4527","b_scaleraw.x",0.267438832575237
"4528","b_scaleraw.x",0.38456519501151
"4529","b_scaleraw.x",0.38446491128628
"4530","b_scaleraw.x",0.344249528192602
"4531","b_scaleraw.x",0.082338304300018
"4532","b_scaleraw.x",0.0429350173549968
"4533","b_scaleraw.x",-0.115747173352949
"4534","b_scaleraw.x",-0.0916481562560003
"4535","b_scaleraw.x",-0.107187917929654
"4536","b_scaleraw.x",-0.144538907101788
"4537","b_scaleraw.x",-0.161088933981989
"4538","b_scaleraw.x",-0.0804241090617565
"4539","b_scaleraw.x",0.0762130727810868
"4540","b_scaleraw.x",0.137857997725545
"4541","b_scaleraw.x",0.0928555135664179
"4542","b_scaleraw.x",0.153054826377283
"4543","b_scaleraw.x",0.220230013209955
"4544","b_scaleraw.x",0.216465178535853
"4545","b_scaleraw.x",0.183274974794245
"4546","b_scaleraw.x",-0.0927453716887038
"4547","b_scaleraw.x",0.0368797854914337
"4548","b_scaleraw.x",-0.147439194294951
"4549","b_scaleraw.x",-0.0206721266536328
