"","blue","green","red","yellow","broad","nm"
"189",0.0130816141539259,0.0146188509470133,0.0107929349907692,0.0109570732728225,0.102569681430173,400.478333333333
"190",0.0131964906419599,0.00991043257155132,0.008901452250514,0.00825113841329259,0.107302296795195,401.568666666667
"191",0.0117204870672789,0.0162748397270989,0.00534503394666162,0.00458645889029843,0.110544941323848,402.658333333333
"192",0.0127673669376291,0.0163555383259053,0.0165087157366042,0.0129312116404038,0.113979910657823,403.748
"193",0.0156442440352428,0.0216848122706529,0.00943259007912834,0.0101421769499837,0.114516917987213,404.837
"194",0.0219449200511945,0.0248648160825552,0.014780753976631,0.0142413010025541,0.115472548759501,405.926
"195",0.0179124349202136,0.0181623324966534,0.00841787805343326,0.010130472244916,0.115981619703847,407.014333333333
"196",0.0249647954914446,0.019236925626681,0.0153247071590292,0.0106954112887889,0.117536457332459,408.102333333333
"197",0.027263362726495,0.0210204210852387,0.017950099064829,0.0125023841666659,0.112596482506475,409.190333333333
"198",0.0318967807918228,0.0192876557641503,0.0191466667540987,0.011911871815497,0.104695821351648,410.277666666667
"199",0.0259574562342405,0.0119653571434491,0.0108409595914121,0.00758457321917005,0.0991170731046242,411.365
"200",0.0336649979406277,0.00295934098811501,0.00417307418396258,0.00466231849414863,0.0933841741194427,412.452
"201",0.040491224140278,0.00878498112898857,0.00455185225292666,0.00796010715265377,0.0864924476182359,413.538666666667
"202",0.0505326738201327,0.0145308523652625,0.00783206710286194,0.00807645726103794,0.0817227421592168,414.625
"203",0.0656160646557027,0.0209287957086475,0.0143143520853177,0.0114058112893861,0.0781305677625057,415.711
"204",0.0849457339051853,0.0255947494915058,0.0136080156576298,0.00943959161988338,0.0761090824036141,416.796
"205",0.0957633166992226,0.0213276622301388,0.0161787556945548,0.0122351923138879,0.0743660535412087,417.881333333333
"206",0.116252229242424,0.0227223410925462,0.0167573280475706,0.0168603041768274,0.0723485883896074,418.966333333333
"207",0.147520151314075,0.0245556047688192,0.0156579327680775,0.0125430326987961,0.070772080074643,420.050666666667
"208",0.175627925598404,0.0145911382766615,0.00794178075866969,0.00988627449208579,0.0705960570299793,421.135333333333
"209",0.217782801864641,0.0155464358235722,0.0188570275015014,0.010469433585976,0.0699889463914179,422.219
"210",0.245026243425316,0.0207042956962632,0.00904431858323571,0.00684296633200027,0.0699756771040001,423.303
"211",0.304252733072756,0.0170673951190137,0.01466636358435,0.0160487560427861,0.0700959794631249,424.386
"212",0.352869554206317,0.0234783578583845,0.0150354334546357,0.0121204267041164,0.0709188783670209,425.469
"213",0.435409657026223,0.0281214339826489,0.0159010357050824,0.0142205682372089,0.0726154515995081,426.552
"214",0.512654792488341,0.0245207915599898,0.0149410697264032,0.0148431919588992,0.0757940560738065,427.634
"215",0.594135831361246,0.0256971917390279,0.013065052713012,0.0148932229741299,0.0795251054512238,428.716
"216",0.699051214898346,0.0250914758227407,0.0165021178355022,0.0145855957804469,0.0845283018036877,429.797666666667
"217",0.805708948321417,0.0205829261001944,0.0109637209907115,0.00864133359097721,0.0899992466250483,430.879
"218",0.900339104659637,0.0132456818313096,0.00744622330325903,0.00708887610904394,0.0962565656350572,431.96
"219",1.03294792291091,0.0249811123717831,0.0182567898267446,0.00995138877005906,0.100755527693927,433.040666666667
"220",1.1545629383954,0.0176739088279877,0.0159684286337438,0.0100285347132232,0.103992372370402,434.121
"221",1.22662138557252,0.0193914053037088,0.0138406904741427,0.0116429094708535,0.104706334095501,435.201
"222",1.27660079144294,0.0214976369837805,0.0181378988418616,0.0136421364886291,0.102962974573495,436.280666666667
"223",1.28171711245988,0.039019708167291,0.0291825644452611,0.0190050430816333,0.101804295993158,437.36
"224",1.29658675426533,0.0242664363907147,0.017922780679205,0.0184385988307276,0.0987995985804437,438.439
"225",1.25788501643303,0.0228945734506338,0.0155538879117012,0.0118671682440034,0.094568751996644,439.517666666667
"226",1.15760166883669,0.0223166568855786,0.0154174901200677,0.0164180053430445,0.0898553589956177,440.596
"227",1.08152417179907,0.0231558730087319,0.0123028638941933,0.0128430281519227,0.0863661499328679,441.674
"228",0.958389302033749,0.0294715879087395,0.0182612562450355,0.0162759188053332,0.0845483554502748,442.752
"229",0.850811140552831,0.0303198684659362,0.0165976871334684,0.0174859786263059,0.0835322097570745,443.829
"230",0.758869508992548,0.0365388347076783,0.0202142373767965,0.0207056025179674,0.0824086870836184,444.906
"231",0.680237716210032,0.0348665226719444,0.0243113260192368,0.019397480951959,0.0833873069758566,445.983
"232",0.605695460188335,0.0427158589329916,0.031129342725492,0.0235430803200437,0.0860326677652592,447.059
"233",0.556705183019421,0.0478742821691426,0.031580632526562,0.0219553932758436,0.0885618962404971,448.135333333333
"234",0.496362470359738,0.0449788224847495,0.0330798927203002,0.0313804849236808,0.091059126505483,449.210666666667
"235",0.444317082158166,0.0482901688390131,0.0298990523968384,0.0280674250711133,0.094490623292433,450.286333333333
"236",0.41167570670345,0.0438464324543638,0.0302091614957541,0.0242857945603936,0.0971328795819723,451.361333333333
"237",0.363287808551107,0.0342598408636615,0.0192673184306069,0.0172096070208175,0.0983820691841443,452.436
"238",0.312124200736726,0.0201391149406144,0.0104534934370719,0.00686982869108814,0.101040061879478,453.51
"239",0.284560611531848,0.0307141256392351,0.0160353494675389,0.0122949557493828,0.105591523956911,454.584
"240",0.251228834111671,0.0252510865756816,0.0169854617308093,0.0116828268763568,0.110137105255241,455.658
"241",0.235852522303506,0.0492083541628455,0.0265115440425801,0.0249100736569821,0.115645972559617,456.731333333333
"242",0.217943546836973,0.0667243430495915,0.0397106352983728,0.0311345385368431,0.120847536546661,457.804333333333
"243",0.197159448885639,0.0776788894411797,0.0385547950988837,0.0316524768460241,0.126656687580838,458.877333333333
"244",0.173396875379439,0.0731338346992739,0.0424011341824566,0.0296742187255391,0.132648820558507,459.949666666667
"245",0.149518241850425,0.0729835220955903,0.0330240552654677,0.0286112596527377,0.139739470220133,461.021666666667
"246",0.141503618794808,0.072066620055622,0.0402649131501244,0.0327746941353783,0.148280914047007,462.093
