"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","nm","nm.f"
"186",0.102290197904941,0.726157223666233,0,0.00188158190185833,0.00123714711837557,0.0113310316565098,0.0938031665297398,NA,0.0834739951564425,0,399.916666666667,"399.916666666667"
"187",0.115471617204111,0.824279153839812,0,0.00191970560497199,0.00196277989262241,0.0127431860670122,0.105680081796761,NA,0.0904757082861064,0,401.013333333333,"401.013333333333"
"188",0.131540397167229,0.940440977474215,0,0.00141160416229226,0.00272573042875702,0.0150406515644711,0.119132857148613,NA,0.0979128345112239,0,402.103333333333,"402.103333333333"
"189",0.144748190332048,1.04269427731781,0,0.00074494919142899,0.00267661656308461,0.0174835353659985,0.130575033559146,NA,0.102032112598702,0,403.196666666667,"403.196666666667"
"190",0.158993799957194,1.15757037801895,0,0.0010245765581105,0.00331182520823694,0.0204656896247591,0.143574339065974,NA,0.10673943749952,0,404.29,"404.29"
"191",0.170450776219786,1.24692374864321,0,0.00160463622621058,0.00417544854789491,0.0247930947802513,0.153121404678782,NA,0.109964574687945,0,405.383333333333,"405.383333333333"
"192",0.179829241555711,1.33262199292,0,0.00236820913094315,0.00546440655544928,0.029401572502186,0.162557448116071,NA,0.113379142937751,0,406.473333333333,"406.473333333333"
"193",0.182940323474366,1.38025236377487,0.000362754904430069,0.00332556327903483,0.00694960396685739,0.0338553664195157,0.167563326384912,NA,0.113911877718904,0,407.563333333333,"407.563333333333"
"194",0.185478199401647,1.42121761796491,0.00223563884104662,0.00434790988920427,0.00707020654184315,0.0398015961926551,0.172193895910777,NA,0.114861960209442,0,408.656666666667,"408.656666666667"
"195",0.185169381441318,1.44369948320066,0.00408990528964098,0.00470535870536622,0.00570216356162456,0.047653598501936,0.176007129541792,NA,0.115366897812878,0,409.746666666667,"409.746666666667"
"196",0.184245179604482,1.48402884312059,0.00554667673431097,0.00509499035507691,0.00485866756143357,0.0576420316050364,0.182473568741997,NA,0.116912040151424,0,410.836666666667,"410.836666666667"
"197",0.173630675722349,1.44461589441763,0.0074295370542817,0.00596884498241326,0.00513573028516471,0.0660657622736108,0.179408992061498,NA,0.111996935884772,0,411.926666666667,"411.926666666667"
"198",0.160113021231086,1.37461435314654,0.0095559728256583,0.0062065035931973,0.00534997325920461,0.0744472012431138,0.173363819625112,NA,0.104137062241893,0,413.013333333333,"413.013333333333"
"199",0.149202326128607,1.3369091832562,0.0121793259086397,0.00672928801814614,0.00556193061710442,0.08604760420621,0.171290316597623,NA,0.0985868821513755,0,414.103333333333,"414.103333333333"
"200",0.137606070828481,1.2924548379617,0.0143102391611654,0.00760985419973919,0.00522654005829862,0.0987088492714122,0.167928931335723,NA,0.0928842527798005,0,415.193333333333,"415.193333333333"
"201",0.12510173926325,1.22137967412978,0.016881024781154,0.00921440354015614,0.00574496736516109,0.109380285201463,0.161838063655094,NA,0.0860276899740985,0,416.28,"416.28"
"202",0.115515566539298,1.18182787152141,0.019726606241593,0.0103507383765361,0.00575607886959914,0.12140022077745,0.160638862655769,NA,0.0812832986696679,0,417.37,"417.37"
"203",0.107769220079479,1.14404538389763,0.0225626495244946,0.0110030659741005,0.00506015478913698,0.132947709151548,0.159922143492246,NA,0.0777095135003385,0.0000399855245821989,418.456666666667,"418.456666666667"
"204",0.101654566909295,1.10981621022119,0.0261377424490174,0.012735960386824,0.00689582286709456,0.14422628011703,0.159542144339993,NA,0.0756980146083244,0.0000705588584367857,419.543333333333,"419.543333333333"
"205",0.0954113940950281,1.07404601757409,0.02972321431167,0.0139992132783992,0.00814058210471125,0.154160238707026,0.158640102610566,NA,0.0739629342763509,0.000282648933165746,420.63,"420.63"
"206",0.088377914182236,1.03221143367475,0.0315199129229588,0.0146159907783616,0.00843000009660079,0.161518886844296,0.157789258094187,NA,0.0719561390760759,0.000450576009512263,421.716666666667,"421.716666666667"
"207",0.0819374357126659,1.00531816773741,0.0336179029750546,0.0160573969492489,0.00877241153462527,0.168618927160699,0.160037252245158,NA,0.0703867966305866,0.000479713320202334,422.8,"422.8"
"208",0.0767787483740193,0.985396261798003,0.0365162983699542,0.017611174067309,0.00931599763126513,0.175354170172969,0.164234326826265,NA,0.0702114698144783,0.000829026525059735,423.89,"423.89"
"209",0.0715187590836765,0.95624038136855,0.038873036377898,0.0174168008989032,0.00917983539559736,0.178303177117901,0.167372495862943,NA,0.0696063146999403,0.00128580558886294,424.97,"424.97"
"210",0.0668672006928082,0.939593968634734,0.0405656401432214,0.017322943734799,0.00854307866515296,0.180706037036434,0.172915370617083,NA,0.0695928617224178,0.00145211258307786,426.06,"426.06"
"211",0.0616563721697471,0.932433561623484,0.0419360384587226,0.0176652211603184,0.00796769282486304,0.182406566938063,0.181109924075929,NA,0.0697111647409991,0.00140968486367327,427.14,"427.14"
"212",0.0571800315095818,0.928646518485089,0.0437557705845886,0.0176817922459932,0.0080955248943045,0.182433633763271,0.190012205362028,NA,0.0705298408237076,0.00144599885078087,428.23,"428.23"
"213",0.0544211016859764,0.920805158260815,0.0459369660995212,0.017281118990018,0.00900666514842932,0.17907530780809,0.197409675708558,NA,0.0722151659772621,0.00187063381686698,429.31,"429.31"
"214",0.0517824939608009,0.935771457791044,0.0472911891131346,0.0182649119827644,0.00941639444163177,0.178406766553118,0.210021164342927,NA,0.0753754059447584,0.00206860935813081,430.39,"430.39"
"215",0.0496117372784256,0.975080603912489,0.0486063742797233,0.0188725438030145,0.00935445311181463,0.18088964701297,0.22779144091576,NA,0.0790861737744263,0.00211283897287714,431.48,"431.48"
"216",0.0488005022068954,1.02820515973539,0.0518000040598237,0.0198393849678649,0.00961140132955102,0.184756278786894,0.248044464153852,NA,0.0840595264957415,0.002318412335406,432.56,"432.56"
"217",0.0485032218667188,1.09407157387662,0.0562159678951287,0.0213735384680167,0.0105685103561407,0.189776838319303,0.270603101606468,NA,0.0894991424326805,0.00253757495178905,433.64,"433.64"
"218",0.0484796159384705,1.16649178438696,0.0607931628400843,0.0224633701665372,0.0106935492067704,0.197728257382104,0.294151184310992,NA,0.0957206384549829,0.00283586142010692,434.72,"434.72"
"219",0.0482685351467473,1.21303585466498,0.0638393343301251,0.0222930987133482,0.0113054736184801,0.202535448810255,0.308541440789232,NA,0.10019498909176,0.00323542348141774,435.806666666667,"435.806666666667"
"220",0.0476270460926001,1.23925535765314,0.0650975977092373,0.0226378852156015,0.0118838589329086,0.202667368405138,0.315686100434688,NA,0.103411893292824,0.00322896876919854,436.89,"436.89"
"221",0.0461625588421927,1.23881987729591,0.0647353095261538,0.0235465665131137,0.011487911806801,0.199984630051814,0.315085867750041,NA,0.104119949576331,0.00339871710472151,437.97,"437.97"
"222",0.0436637978692527,1.22396878160275,0.0642993328597771,0.0241601806018795,0.0110302389358317,0.197214843064789,0.30935145392492,NA,0.10238524966657,0.00361694751180522,439.05,"439.05"
"223",0.0417399294250006,1.21033188954491,0.0641827765507535,0.0239501764712856,0.0107858142345155,0.195690182525812,0.30327772422638,NA,0.101231986402985,0.00328845120929674,440.13,"440.13"
"224",0.0392669351927356,1.17276632281635,0.0621876787323175,0.02274381607995,0.0105339358166043,0.191173023984001,0.29163514392387,NA,0.0982431321471936,0.0029814605761833,441.21,"441.21"
"225",0.0368480072160688,1.11223115783603,0.0587138864337798,0.0214533847756976,0.00921419456046738,0.184537487018514,0.275796011730288,NA,0.0940351169051136,0.00295011269491654,442.29,"442.29"
"226",0.0341160677704002,1.05540151072098,0.0557535346968189,0.0209195724156543,0.00856727402060444,0.178901017234336,0.262319463452925,NA,0.0893467065564506,0.00257144190301074,443.366666666667,"443.366666666667"
"227",0.0315344245933961,1.01285033839735,0.0537491408438519,0.0201743644691244,0.00851885973883241,0.176197234994889,0.253325147952536,NA,0.0858750594302949,0.00218081576431234,444.44,"444.44"
"228",0.0300675292630646,0.981234979900543,0.0520589319215213,0.0200617683341327,0.0102859305400278,0.175611821826165,0.247467232411762,NA,0.0840686212604969,0.00215569293317318,445.52,"445.52"
"229",0.0293417605643993,0.962668805679689,0.0519956612274027,0.0206054856505283,0.0107607769450669,0.178045404616639,0.246282314119649,NA,0.0830573762956031,0.00228211604574371,446.6,"446.6"
"230",0.028026843028438,0.951198515957531,0.0525333364300438,0.0208300290870632,0.0102363290997667,0.180896094915464,0.246500933954638,NA,0.0819393910388857,0.00211422781312884,447.68,"447.68"
"231",0.0284778691956281,0.955574327639405,0.054910018675812,0.020665717390201,0.010309944535307,0.187381082165384,0.251450660096782,NA,0.0829097351534154,0.00177866716954377,448.75,"448.75"
"232",0.0299659405024165,0.972847809264744,0.0588002760913641,0.0219302182272877,0.0107246304220097,0.197310517574567,0.260514340030042,NA,0.0855397151458757,0.00241887008243664,449.83,"449.83"
"233",0.0315727145356527,0.991571857456128,0.0628417116077441,0.0233293244596757,0.0116482196472839,0.210475338266928,0.270196737926046,NA,0.0880548555815189,0.00286696046867475,450.91,"450.91"
"234",0.0328264367278718,1.01516654756864,0.0682513524577176,0.0251956996391364,0.0145642162134087,0.226391549577174,0.27963232880677,NA,0.0905348650099601,0.0028901692094124,451.98,"451.98"
"235",0.0361148856344981,1.0392645653555,0.0757885155237873,0.0273918715492227,0.0164684297805605,0.24375304997624,0.289482091772254,NA,0.0939463631149222,0.00354884982347393,453.06,"453.06"
"236",0.0391348454159938,1.05392447295063,0.0826758917557205,0.0300271795235214,0.0168677643051677,0.259988553091322,0.298147890726231,NA,0.0965717200996706,0.00432704404138864,454.13,"454.13"
"237",0.0421719897282435,1.06280628938828,0.0897527805820585,0.0312655179873431,0.01692815400642,0.276688579491022,0.30571392903171,NA,0.0978134411136342,0.00502640732704394,455.21,"455.21"
"238",0.0450142404739554,1.08497067343174,0.0973405350825821,0.0332136976876007,0.0184781684131435,0.297687326324858,0.317794395416864,NA,0.100454339550916,0.00532683000087445,456.28,"456.28"
"239",0.0498984647638813,1.12411416797942,0.106704477905161,0.0371617127948998,0.0201273937356693,0.326223293878016,0.335912740287205,NA,0.104978392497811,0.00561459070709864,457.356666666667,"457.356666666667"
