"","orient","site",".value"
"1459","top - bot","fb",-1.95285888738893
"1460","top - bot","fb",-1.95399866615199
"1461","top - bot","fb",-2.2412722701384
"1462","top - bot","fb",-1.61943024098165
"1463","top - bot","fb",-1.80618938565007
"1464","top - bot","fb",-1.89858079760931
"1465","top - bot","fb",-2.27148290287692
"1466","top - bot","fb",-2.1695618542826
"1467","top - bot","fb",-1.82567950594354
"1468","top - bot","fb",-2.7598719367025
"1469","top - bot","fb",-3.00097169600312
"1470","top - bot","fb",-2.72348114726418
"1471","top - bot","fb",-2.71975246359339
"1472","top - bot","fb",-2.43224207327818
"1473","top - bot","fb",-3.01632776744323
"1474","top - bot","fb",-3.25210416145732
"1475","top - bot","fb",-2.80930137602156
"1476","top - bot","fb",-2.25760271771063
"1477","top - bot","fb",-1.34722725377637
"1478","top - bot","fb",-1.25254449721002
"1479","top - bot","fb",-1.25353396349971
"1480","top - bot","fb",-1.79313780529956
"1481","top - bot","fb",-2.77816348727985
"1482","top - bot","fb",-2.70195793980265
"1483","top - bot","fb",-2.95414174903467
"1484","top - bot","fb",-2.29801326204815
"1485","top - bot","fb",-2.87648445490549
"1486","top - bot","fb",-2.71566653614167
"1487","top - bot","fb",-2.58041579551263
"1488","top - bot","fb",-2.3135488398967
"1489","top - bot","fb",-2.60231429081776
"1490","top - bot","fb",-2.31016385773934
"1491","top - bot","fb",-2.49830433735384
"1492","top - bot","fb",-2.37070607918499
"1493","top - bot","fb",-2.18393864055895
"1494","top - bot","fb",-2.22467709349256
"1495","top - bot","fb",-1.93319024003644
"1496","top - bot","fb",-2.62719371131718
"1497","top - bot","fb",-2.76307456410654
"1498","top - bot","fb",-2.14093909039991
"1499","top - bot","fb",-1.9203417309864
"1500","top - bot","fb",-1.55832262260949
"1501","top - bot","fb",-1.85418695386622
"1502","top - bot","fb",-1.79067653356625
"1503","top - bot","fb",-1.77638433838954
"1504","top - bot","fb",-2.12316279958877
"1505","top - bot","fb",-1.65161573933329
"1506","top - bot","fb",-1.53671384279287
"1507","top - bot","fb",-1.70089796975425
"1508","top - bot","fb",-1.99440241606875
"1509","top - bot","fb",-1.77464323418936
"1510","top - bot","fb",-2.01090105328966
"1511","top - bot","fb",-1.69477578181857
"1512","top - bot","fb",-1.77975672206633
"1513","top - bot","fb",-1.70629512800081
"1514","top - bot","fb",-1.98817256178225
"1515","top - bot","fb",-1.89859794809626
"1516","top - bot","fb",-2.23681112468414
"1517","top - bot","fb",-2.34221608443849
"1518","top - bot","fb",-2.0871871162132
"1519","top - bot","fb",-2.31518020230494
"1520","top - bot","fb",-2.1616652386716
"1521","top - bot","fb",-2.26514797307679
"1522","top - bot","fb",-1.62055726097843
"1523","top - bot","fb",-1.6418825537966
"1524","top - bot","fb",-1.86397634664348
"1525","top - bot","fb",-1.81061239619211
"1526","top - bot","fb",-1.97469798126764
"1527","top - bot","fb",-2.3583954989158
"1528","top - bot","fb",-2.24586171774139
"1529","top - bot","fb",-2.30147830092001
"1530","top - bot","fb",-0.85558600906248
"1531","top - bot","fb",-1.13664855140955
"1532","top - bot","fb",-1.41824303841722
"1533","top - bot","fb",-1.36367157348621
"1534","top - bot","fb",-1.33524987423187
"1535","top - bot","fb",-0.411592149677177
"1536","top - bot","fb",-0.520252495543645
"1537","top - bot","fb",-1.86529220842532
"1538","top - bot","fb",-1.22247816491461
"1539","top - bot","fb",-1.41839836157141
"1540","top - bot","fb",-1.62958592975925
"1541","top - bot","fb",-1.51474846030887
"1542","top - bot","fb",-1.58617798414957
"1543","top - bot","fb",-1.72996591128109
"1544","top - bot","fb",-1.91793981517019
"1545","top - bot","fb",-2.18117223795595
"1546","top - bot","fb",-2.29643413626149
"1547","top - bot","fb",-1.45995216898025
"1548","top - bot","fb",-2.12302124519518
"1549","top - bot","fb",-1.86794623731816
"1550","top - bot","fb",-1.18471789992208
"1551","top - bot","fb",-1.86133920373273
"1552","top - bot","fb",-1.82256102776366
"1553","top - bot","fb",-2.09577504197668
"1554","top - bot","fb",-1.33636000079452
"1555","top - bot","fb",-1.5267338373227
"1556","top - bot","fb",-1.41950497406169
"1557","top - bot","fb",-0.950418901896178
"1558","top - bot","fb",-1.90835416544376
"1559","top - bot","fb",-2.02726340682304
"1560","top - bot","fb",-1.56318058946413
"1561","top - bot","fb",-1.41598454426835
"1562","top - bot","fb",-1.3620964715673
"1563","top - bot","fb",-1.24064092705761
"1564","top - bot","fb",-1.34244112492535
"1565","top - bot","fb",-1.7801360880955
"1566","top - bot","fb",-1.8288280092942
"1567","top - bot","fb",-2.58724129218621
"1568","top - bot","fb",-2.00699806533308
"1569","top - bot","fb",-2.1725149061398
"1570","top - bot","fb",-1.93554242369004
"1571","top - bot","fb",-2.18916184409438
"1572","top - bot","fb",-2.04652694250195
"1573","top - bot","fb",-2.38979836244396
"1574","top - bot","fb",-2.55629075257089
"1575","top - bot","fb",-3.00695829775291
"1576","top - bot","fb",-2.47530321989297
"1577","top - bot","fb",-2.45681109524536
"1578","top - bot","fb",-2.5629971070636
"1579","top - bot","fb",-1.86213946511366
"1580","top - bot","fb",-2.53483647453609
"1581","top - bot","fb",-1.80392401354791
"1582","top - bot","fb",-1.59566991979368
"1583","top - bot","fb",-2.20375477424106
"1584","top - bot","fb",-1.74463141064618
"1585","top - bot","fb",-2.07394307095191
"1586","top - bot","fb",-1.20635891997762
"1587","top - bot","fb",-1.7778793729622
"1588","top - bot","fb",-1.35932174203128
"1589","top - bot","fb",-1.18958903243947
"1590","top - bot","fb",-2.0604111469179
"1591","top - bot","fb",-1.98587331227183
"1592","top - bot","fb",-2.15944750884493
"1593","top - bot","fb",-1.67429360461167
"1594","top - bot","fb",-1.68801784659854
"1595","top - bot","fb",-1.40901400360876
"1596","top - bot","fb",-2.23166187523725
"1597","top - bot","fb",-1.79629100167855
"1598","top - bot","fb",-2.12306100933471
"1599","top - bot","fb",-1.89056715913472
"1600","top - bot","fb",-1.89241220719018
"1601","top - bot","fb",-1.69810740923242
"1602","top - bot","fb",-1.87288715089183
"1603","top - bot","fb",-1.77569621655043
"1604","top - bot","fb",-1.83540429839897
"1605","top - bot","fb",-1.90392059343449
"1606","top - bot","fb",-2.30492015761339
"1607","top - bot","fb",-2.14300190904966
"1608","top - bot","fb",-2.6543342708414
"1609","top - bot","fb",-2.25929545562408
"1610","top - bot","fb",-2.57789359590569
"1611","top - bot","fb",-2.22190279138812
"1612","top - bot","fb",-2.38220567213797
"1613","top - bot","fb",-1.8665900281163
"1614","top - bot","fb",-2.14002086853439
"1615","top - bot","fb",-1.76414125039366
"1616","top - bot","fb",-2.69840251493395
"1617","top - bot","fb",-1.5558180394459
"1618","top - bot","fb",-1.93808943005561
"1619","top - bot","fb",-2.08093098462529
"1620","top - bot","fb",-1.9083978864707
"1621","top - bot","fb",-2.16701411835536
"1622","top - bot","fb",-1.8311597834255
"1623","top - bot","fb",-1.72735977589774
"1624","top - bot","fb",-2.0664861082173
"1625","top - bot","fb",-1.61902170248673
"1626","top - bot","fb",-1.91634533102696
"1627","top - bot","fb",-1.60906788820516
"1628","top - bot","fb",-1.42128588136187
"1629","top - bot","fb",-1.70580992780639
"1630","top - bot","fb",-1.08961520814906
"1631","top - bot","fb",-0.914151461286968
"1632","top - bot","fb",-1.47829260129976
"1633","top - bot","fb",-2.15799706122533
"1634","top - bot","fb",-2.045041229697
"1635","top - bot","fb",-1.33762987950998
"1636","top - bot","fb",-1.9873314988634
"1637","top - bot","fb",-1.71122268411101
"1638","top - bot","fb",-1.20065801147015
"1639","top - bot","fb",-2.68233875576521
"1640","top - bot","fb",-2.75724054136747
"1641","top - bot","fb",-2.40217557476628
"1642","top - bot","fb",-1.91207761790532
"1643","top - bot","fb",-1.34537257586453
"1644","top - bot","fb",-1.60955643488124
"1645","top - bot","fb",-0.767134807881261
"1646","top - bot","fb",-1.02235461448131
"1647","top - bot","fb",-1.18603765246602
"1648","top - bot","fb",-1.23991892250169
"1649","top - bot","fb",-1.30203695250739
"1650","top - bot","fb",-1.58325454866674
"1651","top - bot","fb",-1.73548862683652
"1652","top - bot","fb",-1.75295037131753
"1653","top - bot","fb",-1.78399522424486
"1654","top - bot","fb",-1.88763623231194
"1655","top - bot","fb",-1.45377626612569
"1656","top - bot","fb",-1.27902722102647
"1657","top - bot","fb",-1.58876839605024
"1658","top - bot","fb",-1.61383318171545
"1659","top - bot","fb",-1.64953278645484
"1660","top - bot","fb",-1.66737232925159
"1661","top - bot","fb",-2.04624769746179
"1662","top - bot","fb",-1.91400740786652
"1663","top - bot","fb",-1.6925838361426
"1664","top - bot","fb",-1.27906213496524
"1665","top - bot","fb",-1.35275492898479
"1666","top - bot","fb",-2.25604513320076
"1667","top - bot","fb",-1.69080305390834
"1668","top - bot","fb",-2.208778889783
"1669","top - bot","fb",-1.99026620882257
"1670","top - bot","fb",-2.06452789724268
"1671","top - bot","fb",-1.70598997609394
"1672","top - bot","fb",-1.80167499230999
"1673","top - bot","fb",-1.73797677205287
"1674","top - bot","fb",-1.42565020636087
"1675","top - bot","fb",-1.28637678595107
"1676","top - bot","fb",-1.28721548186963
"1677","top - bot","fb",-1.51031253280763
"1678","top - bot","fb",-1.7123379265665
"1679","top - bot","fb",-1.28805523697203
"1680","top - bot","fb",-2.19343607293713
"1681","top - bot","fb",-1.97899018159702
"1682","top - bot","fb",-2.63093513575958
"1683","top - bot","fb",-3.00789585952686
"1684","top - bot","fb",-2.43927095321761
"1685","top - bot","fb",-2.74712172109156
"1686","top - bot","fb",-1.63582018340304
"1687","top - bot","fb",-1.74483055839515
"1688","top - bot","fb",-1.43563834477897
"1689","top - bot","fb",-1.92997579015777
"1690","top - bot","fb",-1.52581769445613
"1691","top - bot","fb",-2.22482923020559
"1692","top - bot","fb",-1.92385211577903
"1693","top - bot","fb",-2.37796268296792
"1694","top - bot","fb",-2.63077970843678
"1695","top - bot","fb",-2.24611598499783
"1696","top - bot","fb",-2.6510208837141
"1697","top - bot","fb",-2.82088916794588
"1698","top - bot","fb",-2.85749268967681
"1699","top - bot","fb",-1.7663509479413
"1700","top - bot","fb",-1.98591711510049
"1701","top - bot","fb",-1.77014209130688
"1702","top - bot","fb",-2.6408655595978
"1703","top - bot","fb",-2.61815559797639
"1704","top - bot","fb",-2.64330993377288
"1705","top - bot","fb",-2.48387601802889
"1706","top - bot","fb",-2.67175294194025
"1707","top - bot","fb",-2.3677628583022
"1708","top - bot","fb",-2.3342685401576
"1709","top - bot","fb",-2.12628139332728
"1710","top - bot","fb",-2.11739841911764
"1711","top - bot","fb",-1.57066233337886
"1712","top - bot","fb",-1.86329634268715
"1713","top - bot","fb",-2.01209487918764
"1714","top - bot","fb",-1.80414390124029
"1715","top - bot","fb",-1.25932985248744
"1716","top - bot","fb",-1.96079569569394
"1717","top - bot","fb",-1.39166045040723
"1718","top - bot","fb",-1.68204559984422
"1719","top - bot","fb",-1.91516638687529
"1720","top - bot","fb",-1.82625740258082
"1721","top - bot","fb",-1.53773660632547
"1722","top - bot","fb",-1.63877444271447
"1723","top - bot","fb",-1.46069379242762
"1724","top - bot","fb",-1.15399029677681
"1725","top - bot","fb",-1.85865509518988
"1726","top - bot","fb",-1.6315684505647
"1727","top - bot","fb",-1.29973027235791
"1728","top - bot","fb",-1.00254149773689
"1729","top - bot","fb",-0.884563469921551
"1730","top - bot","fb",-0.747262785259996
"1731","top - bot","fb",-1.19947336707683
"1732","top - bot","fb",-1.48751712147938
"1733","top - bot","fb",-1.94322713657188
"1734","top - bot","fb",-2.23089775034155
"1735","top - bot","fb",-2.17630485028437
"1736","top - bot","fb",-2.16270977723741
"1737","top - bot","fb",-2.11249902315359
"1738","top - bot","fb",-1.54431868432786
"1739","top - bot","fb",-1.7129233130297
"1740","top - bot","fb",-2.16093917837196
"1741","top - bot","fb",-1.88532811305346
"1742","top - bot","fb",-1.31135283902939
"1743","top - bot","fb",-1.72602443971273
"1744","top - bot","fb",-1.40138435961575
"1745","top - bot","fb",-1.26075715914434
"1746","top - bot","fb",-1.71569879498501
"1747","top - bot","fb",-2.1941944989786
"1748","top - bot","fb",-1.84541879215437
"1749","top - bot","fb",-1.83942557398008
"1750","top - bot","fb",-2.20543268565576
"1751","top - bot","fb",-2.22117862005883
"1752","top - bot","fb",-2.05908984530385
"1753","top - bot","fb",-2.67950324141861
"1754","top - bot","fb",-2.55040691774628
"1755","top - bot","fb",-2.25801763655616
"1756","top - bot","fb",-2.5343869387889
"1757","top - bot","fb",-2.27493034974566
"1758","top - bot","fb",-2.10722507888729
"1759","top - bot","fb",-1.80481041797583
"1760","top - bot","fb",-1.34049313515642
"1761","top - bot","fb",-2.67519378273715
"1762","top - bot","fb",-2.76857662726293
"1763","top - bot","fb",-2.13736339604467
"1764","top - bot","fb",-2.64532838245414
"1765","top - bot","fb",-2.71400901209226
"1766","top - bot","fb",-2.55550332412245
"1767","top - bot","fb",-1.92881731760892
"1768","top - bot","fb",-2.3433432001578
"1769","top - bot","fb",-1.9984346848002
"1770","top - bot","fb",-2.30054024347856
"1771","top - bot","fb",-2.21863177232446
"1772","top - bot","fb",-2.07469334999707
"1773","top - bot","fb",-1.77735915713856
"1774","top - bot","fb",-2.37364941007585
"1775","top - bot","fb",-1.96631156624555
"1776","top - bot","fb",-1.82086194093064
"1777","top - bot","fb",-1.46277642696126
"1778","top - bot","fb",-1.80567302804117
"1779","top - bot","fb",-1.4628288404031
"1780","top - bot","fb",-1.91468537063139
"1781","top - bot","fb",-1.29427996237009
"1782","top - bot","fb",-1.73739415430776
"1783","top - bot","fb",-2.18936661110335
"1784","top - bot","fb",-1.72919558750657
"1785","top - bot","fb",-2.13614765394793
"1786","top - bot","fb",-1.95883617286731
"1787","top - bot","fb",-2.11568763812629
"1788","top - bot","fb",-2.34270443861761
"1789","top - bot","fb",-2.37280276279877
"1790","top - bot","fb",-2.41676484406624
"1791","top - bot","fb",-2.33433966940423
"1792","top - bot","fb",-1.72633054605379
"1793","top - bot","fb",-1.2109646169897
"1794","top - bot","fb",-1.9858096987866
"1795","top - bot","fb",-1.83450192685669
"1796","top - bot","fb",-2.05723842802478
"1797","top - bot","fb",-1.35184049530856
"1798","top - bot","fb",-1.94704045553233
"1799","top - bot","fb",-1.25114346869311
"1800","top - bot","fb",-1.40117204206997
"1801","top - bot","fb",-1.53407910509168
"1802","top - bot","fb",-1.5259548868807
"1803","top - bot","fb",-1.78153150200458
"1804","top - bot","fb",-1.90519571063037
"1805","top - bot","fb",-1.86770545369509
"1806","top - bot","fb",-1.46489269983841
"1807","top - bot","fb",-1.32266709134811
"1808","top - bot","fb",-1.74360489167236
"1809","top - bot","fb",-2.08070591728462
"1810","top - bot","fb",-0.783019877082463
"1811","top - bot","fb",-1.29022238676347
"1812","top - bot","fb",-1.62406815694657
"1813","top - bot","fb",-2.23224092958802
"1814","top - bot","fb",-2.29744515834455
"1815","top - bot","fb",-2.46384377286583
"1816","top - bot","fb",-2.51986576962359
"1817","top - bot","fb",-1.83147279458448
"1818","top - bot","fb",-1.69154214551779
"1819","top - bot","fb",-1.13539251338648
"1820","top - bot","fb",-2.20809398917873
"1821","top - bot","fb",-2.17367947321004
"1822","top - bot","fb",-2.41622741500206
"1823","top - bot","fb",-2.09356105088831
"1824","top - bot","fb",-1.87052941700277
"1825","top - bot","fb",-2.09857827965054
"1826","top - bot","fb",-2.25219537533997
"1827","top - bot","fb",-2.07196749174459
"1828","top - bot","fb",-2.351334234584
"1829","top - bot","fb",-2.040880868463
"1830","top - bot","fb",-2.45130419648852
"1831","top - bot","fb",-1.74654895628893
"1832","top - bot","fb",-1.8303159308274
"1833","top - bot","fb",-1.78800491135413
"1834","top - bot","fb",-1.10099210653237
"1835","top - bot","fb",-1.5867046026592
"1836","top - bot","fb",-1.33948287256082
"1837","top - bot","fb",-1.68221922630004
"1838","top - bot","fb",-1.41806629817878
"1839","top - bot","fb",-1.67762840323645
"1840","top - bot","fb",-1.23696707195487
"1841","top - bot","fb",-1.20935766009321
"1842","top - bot","fb",-1.55043998856346
"1843","top - bot","fb",-1.88504473327283
"1844","top - bot","fb",-1.79200560400899
"1845","top - bot","fb",-1.57224334218607
"1846","top - bot","fb",-1.67477382588628
"1847","top - bot","fb",-1.41446784151978
"1848","top - bot","fb",-1.68988273377569
"1849","top - bot","fb",-1.92304649551487
"1850","top - bot","fb",-1.57413477880596
"1851","top - bot","fb",-1.5955484833909
"1852","top - bot","fb",-1.28058330147387
"1853","top - bot","fb",-2.03981760365348
"1854","top - bot","fb",-1.99164171258314
"1855","top - bot","fb",-1.8826761701659
"1856","top - bot","fb",-2.01964740902665
"1857","top - bot","fb",-1.38492099804006
"1858","top - bot","fb",-2.444256978047
"1859","top - bot","fb",-2.03977620595145
"1860","top - bot","fb",-2.21989279727735
"1861","top - bot","fb",-2.45849524889725
"1862","top - bot","fb",-2.7825579361675
"1863","top - bot","fb",-1.92096109442379
"1864","top - bot","fb",-2.19932556665826
"1865","top - bot","fb",-2.75333418174067
"1866","top - bot","fb",-2.75919284407285
"1867","top - bot","fb",-2.80121327139737
"1868","top - bot","fb",-2.25728310561787
"1869","top - bot","fb",-1.8626509910635
"1870","top - bot","fb",-2.03007480100857
"1871","top - bot","fb",-2.33263233459274
"1872","top - bot","fb",-1.36963764302313
"1873","top - bot","fb",-1.68902167151741
"1874","top - bot","fb",-1.78128964414332
"1875","top - bot","fb",-1.77324598379813
"1876","top - bot","fb",-1.65952759299594
"1877","top - bot","fb",-1.63656423009775
"1878","top - bot","fb",-1.35941127468093
"1879","top - bot","fb",-1.99478687346317
"1880","top - bot","fb",-2.18620563578019
"1881","top - bot","fb",-2.1100261556727
"1882","top - bot","fb",-1.74511028168056
"1883","top - bot","fb",-1.8143425892432
"1884","top - bot","fb",-1.67593869484974
"1885","top - bot","fb",-1.49146830569556
"1886","top - bot","fb",-1.73242295163568
"1887","top - bot","fb",-1.82700841858027
"1888","top - bot","fb",-1.90179962403827
"1889","top - bot","fb",-2.30545609648636
"1890","top - bot","fb",-1.8671586728914
"1891","top - bot","fb",-2.71998519575835
"1892","top - bot","fb",-2.2278868376338
"1893","top - bot","fb",-2.02755915014491
"1894","top - bot","fb",-1.89014586368052
"1895","top - bot","fb",-1.87865607606019
"1896","top - bot","fb",-2.11907574498085
"1897","top - bot","fb",-2.06570969510933
"1898","top - bot","fb",-1.82152737309849
"1899","top - bot","fb",-1.63071240003513
"1900","top - bot","fb",-2.20702623076285
"1901","top - bot","fb",-1.92335279352936
"1902","top - bot","fb",-1.86091878927663
"1903","top - bot","fb",-1.80462614630437
"1904","top - bot","fb",-1.71729419344774
"1905","top - bot","fb",-1.59854319858598
"1906","top - bot","fb",-1.88755185700626
"1907","top - bot","fb",-1.84995664197573
"1908","top - bot","fb",-1.65838599130931
"1909","top - bot","fb",-1.47211908832885
"1910","top - bot","fb",-1.81796298181716
"1911","top - bot","fb",-2.07879591531829
"1912","top - bot","fb",-1.87566814121723
"1913","top - bot","fb",-2.60555780534578
"1914","top - bot","fb",-2.3211080143481
"1915","top - bot","fb",-2.18185451532591
"1916","top - bot","fb",-1.77620174512112
"1917","top - bot","fb",-2.29301439645536
"1918","top - bot","fb",-1.92617334239143
"1919","top - bot","fb",-2.30406107039812
"1920","top - bot","fb",-2.14907091123867
"1921","top - bot","fb",-2.3258902480276
"1922","top - bot","fb",-2.13869361639604
"1923","top - bot","fb",-2.12872143734862
"1924","top - bot","fb",-1.95688518911815
"1925","top - bot","fb",-1.78255557520426
"1926","top - bot","fb",-1.73149784501186
"1927","top - bot","fb",-1.46154188900151
"1928","top - bot","fb",-1.18926732820805
"1929","top - bot","fb",-1.31201937162476
"1930","top - bot","fb",-1.27869993875496
"1931","top - bot","fb",-2.27278094373782
"1932","top - bot","fb",-1.24191564668367
"1933","top - bot","fb",-2.00471367420406
"1934","top - bot","fb",-2.34158602975279
"1935","top - bot","fb",-1.98804893503466
"1936","top - bot","fb",-1.13619329683818
"1937","top - bot","fb",-1.18713936709717
"1938","top - bot","fb",-1.89692494492793
"1939","top - bot","fb",-1.60047880832651
"1940","top - bot","fb",-1.29105568316213
"1941","top - bot","fb",-1.28047243854868
"1942","top - bot","fb",-1.82459323571596
"1943","top - bot","fb",-1.52784955556282
"1944","top - bot","fb",-1.60828610065872
"1945","top - bot","fb",-1.863480756025
"1946","top - bot","fb",-1.80952106580788
"1947","top - bot","fb",-1.66138198284112
"1948","top - bot","fb",-1.93029710872404
"1949","top - bot","fb",-1.87214339551911
"1950","top - bot","fb",-1.68684717068295
"1951","top - bot","fb",-1.56850282224921
"1952","top - bot","fb",-1.99770393844332
"1953","top - bot","fb",-0.834790788770153
"1954","top - bot","fb",-1.03410746928529
"1955","top - bot","fb",-1.25614086828275
"1956","top - bot","fb",-1.61979713429256
"1957","top - bot","fb",-1.7729878144629
"1958","top - bot","fb",-1.88097024160651
"1959","top - bot","fb",-1.80044555891279
"1960","top - bot","fb",-1.88291812049053
"1961","top - bot","fb",-1.76937293097493
"1962","top - bot","fb",-2.12414837150086
"1963","top - bot","fb",-1.42191522762402
"1964","top - bot","fb",-1.17232870696335
"1965","top - bot","fb",-1.30815787667619
"1966","top - bot","fb",-1.43864157384228
"1967","top - bot","fb",-0.721499616351042
"1968","top - bot","fb",-0.942456427923922
"1969","top - bot","fb",-1.09029562380814
"1970","top - bot","fb",-2.01763069532963
"1971","top - bot","fb",-2.19358214677067
"1972","top - bot","fb",-2.15752680362179
"1973","top - bot","fb",-1.91947409598951
"1974","top - bot","fb",-1.64749045107559
"1975","top - bot","fb",-1.73552530161633
"1976","top - bot","fb",-2.01243625913533
"1977","top - bot","fb",-1.49821819080738
"1978","top - bot","fb",-2.02044893073617
"1979","top - bot","fb",-1.71935803639186
"1980","top - bot","fb",-1.81746667156871
"1981","top - bot","fb",-2.20024721202854
"1982","top - bot","fb",-1.42850989826411
"1983","top - bot","fb",-1.62310319927879
"1984","top - bot","fb",-1.58470778986416
"1985","top - bot","fb",-2.08404336813553
"1986","top - bot","fb",-1.73915623957691
"1987","top - bot","fb",-1.92240818721051
"1988","top - bot","fb",-1.50072016192758
"1989","top - bot","fb",-1.72152681528442
"1990","top - bot","fb",-2.24146964977646
"1991","top - bot","fb",-1.86225687059758
"1992","top - bot","fb",-1.63484825899288
"1993","top - bot","fb",-1.70415975763034
"1994","top - bot","fb",-1.09637918237082
"1995","top - bot","fb",-1.45436524477203
"1996","top - bot","fb",-1.79522421708095
"1997","top - bot","fb",-2.07872689140029
"1998","top - bot","fb",-1.61302348607958
"1999","top - bot","fb",-1.32367270516389
"2000","top - bot","fb",-1.83147907441132
"2001","top - bot","fb",-1.47495128268196
"2002","top - bot","fb",-1.84233684474664
"2003","top - bot","fb",-1.71598392030853
"2004","top - bot","fb",-1.784502274894
"2005","top - bot","fb",-1.94773721011503
"2006","top - bot","fb",-1.75223090188784
"2007","top - bot","fb",-1.66918813017223
"2008","top - bot","fb",-1.19511909890738
"2009","top - bot","fb",-1.46974273677022
"2010","top - bot","fb",-1.46954874769788
"2011","top - bot","fb",-1.46458640164639
"2012","top - bot","fb",-1.70022028707447
"2013","top - bot","fb",-1.39289864989917
"2014","top - bot","fb",-1.76014015637183
"2015","top - bot","fb",-1.78571089484774
"2016","top - bot","fb",-1.41999147566725
"2017","top - bot","fb",-1.48997292851843
"2018","top - bot","fb",-1.44689803508188
"2019","top - bot","fb",-2.33183933201243
"2020","top - bot","fb",-2.33930506783435
"2021","top - bot","fb",-2.49918110894808
"2022","top - bot","fb",-2.10141770419918
"2023","top - bot","fb",-1.67017019507409
"2024","top - bot","fb",-1.04509799265072
"2025","top - bot","fb",-1.24829085996942
"2026","top - bot","fb",-2.13489092262262
"2027","top - bot","fb",-1.76862138239364
"2028","top - bot","fb",-1.62767942607105
"2029","top - bot","fb",-1.16895255861236
"2030","top - bot","fb",-1.48034961347129
"2031","top - bot","fb",-1.41617121643224
"2032","top - bot","fb",-1.61500808742418
"2033","top - bot","fb",-1.72308752597795
"2034","top - bot","fb",-2.46259873344292
"2035","top - bot","fb",-2.19999404509391
"2036","top - bot","fb",-2.01156597651139
"2037","top - bot","fb",-1.66226628557946
"2038","top - bot","fb",-1.64193091792317
"2039","top - bot","fb",-1.65824626190014
"2040","top - bot","fb",-1.8828416530522
"2041","top - bot","fb",-1.64043921276104
"2042","top - bot","fb",-2.11016655094081
"2043","top - bot","fb",-1.84136346178745
"2044","top - bot","fb",-2.51240474554929
"2045","top - bot","fb",-2.60664975532633
"2046","top - bot","fb",-2.17072183050508
"2047","top - bot","fb",-2.04368149228086
"2048","top - bot","fb",-2.37106386893363
"2049","top - bot","fb",-2.08519794273025
"2050","top - bot","fb",-2.01798854865554
"2051","top - bot","fb",-1.61614858664429
"2052","top - bot","fb",-2.09614941839914
"2053","top - bot","fb",-1.27864951032625
"2054","top - bot","fb",-1.11125559113272
"2055","top - bot","fb",-1.79145128313523
"2056","top - bot","fb",-1.69662163687606
"2057","top - bot","fb",-1.65533045221019
"2058","top - bot","fb",-1.59936568307783
"2059","top - bot","fb",-2.09684710552872
"2060","top - bot","fb",-1.93833291913162
"2061","top - bot","fb",-1.57316626625966
"2062","top - bot","fb",-1.83000382417801
"2063","top - bot","fb",-1.36593396428421
"2064","top - bot","fb",-1.5136338152013
"2065","top - bot","fb",-2.56816727871899
"2066","top - bot","fb",-2.02032070825746
"2067","top - bot","fb",-1.92951840625046
"2068","top - bot","fb",-1.98125140588569
"2069","top - bot","fb",-2.20466871227856
"2070","top - bot","fb",-2.87693480481345
"2071","top - bot","fb",-2.88907836790317
"2072","top - bot","fb",-2.08998878263068
"2073","top - bot","fb",-2.06830045221969
"2074","top - bot","fb",-2.17254264953592
"2075","top - bot","fb",-2.2081330880204
"2076","top - bot","fb",-1.4243476521176
"2077","top - bot","fb",-1.81079697552077
"2078","top - bot","fb",-1.87390605351458
"2079","top - bot","fb",-1.8563517068049
"2080","top - bot","fb",-1.57504848547587
"2081","top - bot","fb",-1.16466956187606
"2082","top - bot","fb",-1.94649576778193
"2083","top - bot","fb",-2.28379596646811
"2084","top - bot","fb",-2.11595958138144
"2085","top - bot","fb",-1.68978970994505
"2086","top - bot","fb",-2.45182344847551
"2087","top - bot","fb",-2.43889064868272
"2088","top - bot","fb",-2.20436603975167
"2089","top - bot","fb",-1.50313383701624
"2090","top - bot","fb",-1.89030195699635
"2091","top - bot","fb",-1.70219694251544
"2092","top - bot","fb",-1.57333463874727
"2093","top - bot","fb",-1.25383409139787
"2094","top - bot","fb",-2.30677090210032
"2095","top - bot","fb",-1.84221859805895
"2096","top - bot","fb",-1.48373901779835
"2097","top - bot","fb",-1.21010392237601
"2098","top - bot","fb",-1.30863069341621
"2099","top - bot","fb",-1.61306861787483
"2100","top - bot","fb",-1.32336619962397
"2101","top - bot","fb",-2.05065098632702
"2102","top - bot","fb",-1.44316342182381
"2103","top - bot","fb",-2.00074818208043
"2104","top - bot","fb",-2.64168121405931
"2105","top - bot","fb",-1.9808716320901
"2106","top - bot","fb",-1.76771083099973
"2107","top - bot","fb",-2.10097301012857
"2108","top - bot","fb",-1.81103284524847
"2109","top - bot","fb",-1.68862972510362
"2110","top - bot","fb",-1.98371207856489
"2111","top - bot","fb",-2.14294238387192
"2112","top - bot","fb",-1.94601470923173
"2113","top - bot","fb",-2.21961650158694
"2114","top - bot","fb",-1.48801248494934
"2115","top - bot","fb",-1.73037210014893
"2116","top - bot","fb",-1.27776066103703
"2117","top - bot","fb",-1.86888324629314
"2118","top - bot","fb",-2.49371947500247
"2119","top - bot","fb",-1.96157633741711
"2120","top - bot","fb",-2.55222813896513
"2121","top - bot","fb",-2.50463290558487
"2122","top - bot","fb",-2.51562936490974
"2123","top - bot","fb",-2.05905487239233
"2124","top - bot","fb",-2.3679666081409
