"","orient","site",".value"
"4797","top - bot","pb",-1.07433726523192
"4798","top - bot","pb",-1.22006034822135
"4799","top - bot","pb",-0.777263033966745
"4800","top - bot","pb",-0.560020990125366
"4801","top - bot","pb",-0.471501640103971
"4802","top - bot","pb",-0.68982012876961
"4803","top - bot","pb",-0.807395841567212
"4804","top - bot","pb",-0.938171034551775
"4805","top - bot","pb",-0.795791408224279
"4806","top - bot","pb",-0.818530821043477
"4807","top - bot","pb",-0.927450812539537
"4808","top - bot","pb",-1.07885192203102
"4809","top - bot","pb",-1.11142135189125
"4810","top - bot","pb",-0.917407644086276
"4811","top - bot","pb",-0.916439514690477
"4812","top - bot","pb",-0.86731925935345
"4813","top - bot","pb",-1.04410564213711
"4814","top - bot","pb",-1.40051738329573
"4815","top - bot","pb",-1.10577656029479
"4816","top - bot","pb",-1.44534873268298
"4817","top - bot","pb",-1.12005051046841
"4818","top - bot","pb",-1.00292962179386
"4819","top - bot","pb",-1.02127284995708
"4820","top - bot","pb",-1.31813135930754
"4821","top - bot","pb",-0.623808364133666
"4822","top - bot","pb",-0.626634613672533
"4823","top - bot","pb",-0.508358568618785
"4824","top - bot","pb",-0.64223152961663
"4825","top - bot","pb",-1.13400223534141
"4826","top - bot","pb",-0.924466624862446
"4827","top - bot","pb",-0.924015183011997
"4828","top - bot","pb",-1.54974790830063
"4829","top - bot","pb",-0.869788331956636
"4830","top - bot","pb",-1.11060885807584
"4831","top - bot","pb",-1.54154935242384
"4832","top - bot","pb",-1.09695377359913
"4833","top - bot","pb",-1.31303358455373
"4834","top - bot","pb",-1.35447208175068
"4835","top - bot","pb",-1.32870125122349
"4836","top - bot","pb",-1.39381053945787
"4837","top - bot","pb",-1.28001562605039
"4838","top - bot","pb",-1.65163093031272
"4839","top - bot","pb",-1.20017879278095
"4840","top - bot","pb",-1.76943872282135
"4841","top - bot","pb",-1.88764810474824
"4842","top - bot","pb",-1.69399423233762
"4843","top - bot","pb",-1.64097586097812
"4844","top - bot","pb",-1.44662296258884
"4845","top - bot","pb",-1.45697881962661
"4846","top - bot","pb",-1.18736971147017
"4847","top - bot","pb",-0.763245680885629
"4848","top - bot","pb",-0.726868641790197
"4849","top - bot","pb",-0.835203836299394
"4850","top - bot","pb",-0.774017672471996
"4851","top - bot","pb",-0.516825764596718
"4852","top - bot","pb",-0.485733741385877
"4853","top - bot","pb",-0.947390345173342
"4854","top - bot","pb",-1.2494054040928
"4855","top - bot","pb",-1.671049807403
"4856","top - bot","pb",-1.23926015918771
"4857","top - bot","pb",-1.62711061188751
"4858","top - bot","pb",-1.75443630639358
"4859","top - bot","pb",-1.42875453392088
"4860","top - bot","pb",-0.843781927681323
"4861","top - bot","pb",-0.403024969014855
"4862","top - bot","pb",-0.925999484392318
"4863","top - bot","pb",-0.740208810532282
"4864","top - bot","pb",-0.721899568132812
"4865","top - bot","pb",-1.00234697398426
"4866","top - bot","pb",-1.08584936470504
"4867","top - bot","pb",-1.10110055299079
"4868","top - bot","pb",-0.726911856179992
"4869","top - bot","pb",-0.531217515773804
"4870","top - bot","pb",-0.701371215102377
"4871","top - bot","pb",-0.84182440996995
"4872","top - bot","pb",-1.04639967894356
"4873","top - bot","pb",-0.758994242267806
"4874","top - bot","pb",-1.31905666141162
"4875","top - bot","pb",-0.905387978509274
"4876","top - bot","pb",-0.850430869510728
"4877","top - bot","pb",-1.11204770143699
"4878","top - bot","pb",-0.649536134213644
"4879","top - bot","pb",-0.798936682722209
"4880","top - bot","pb",-0.902526497965725
"4881","top - bot","pb",-0.717867378617147
"4882","top - bot","pb",-0.695509661765186
"4883","top - bot","pb",-0.414262730178161
"4884","top - bot","pb",-0.877175386543992
"4885","top - bot","pb",-0.849088251506954
"4886","top - bot","pb",-0.515835664326399
"4887","top - bot","pb",-0.502411878954234
"4888","top - bot","pb",-0.617284286514584
"4889","top - bot","pb",-0.59453771348353
"4890","top - bot","pb",-0.523741578781008
"4891","top - bot","pb",-0.567775435162691
"4892","top - bot","pb",-0.473408805285065
"4893","top - bot","pb",-0.446196376293208
"4894","top - bot","pb",-0.955709654484779
"4895","top - bot","pb",-0.746855748848024
"4896","top - bot","pb",-0.794536267781859
"4897","top - bot","pb",-0.885001110239953
"4898","top - bot","pb",-0.959042070928728
"4899","top - bot","pb",-1.44848748402141
"4900","top - bot","pb",-0.903680516152835
"4901","top - bot","pb",-0.719606799804499
"4902","top - bot","pb",-0.577027175779858
"4903","top - bot","pb",-0.402458959682568
"4904","top - bot","pb",-0.459335937593507
"4905","top - bot","pb",-0.849621062715897
"4906","top - bot","pb",-0.350135872236766
"4907","top - bot","pb",-0.63322445612962
"4908","top - bot","pb",-0.732722981537482
"4909","top - bot","pb",-1.09246875126473
"4910","top - bot","pb",-0.973292185956412
"4911","top - bot","pb",-1.07321193490157
"4912","top - bot","pb",-1.06931056149199
"4913","top - bot","pb",-1.0351488757262
"4914","top - bot","pb",-0.825766627976728
"4915","top - bot","pb",-0.879638824775012
"4916","top - bot","pb",-0.584823108761116
"4917","top - bot","pb",-1.36475656305794
"4918","top - bot","pb",-1.41621334062714
"4919","top - bot","pb",-1.02452991388288
"4920","top - bot","pb",-0.864526076095453
"4921","top - bot","pb",-1.11423007304068
"4922","top - bot","pb",-1.18931223444582
"4923","top - bot","pb",-0.46078780033757
"4924","top - bot","pb",-0.53401575244138
"4925","top - bot","pb",-0.712528445394164
"4926","top - bot","pb",-0.965483117351084
"4927","top - bot","pb",-0.683653520417346
"4928","top - bot","pb",-1.0203981587672
"4929","top - bot","pb",-1.06865567191176
"4930","top - bot","pb",-1.02988762911558
"4931","top - bot","pb",-1.32011485196022
"4932","top - bot","pb",-0.799267991246942
"4933","top - bot","pb",-0.672511806015693
"4934","top - bot","pb",-0.71828190253305
"4935","top - bot","pb",-0.615436549744082
"4936","top - bot","pb",-0.956105299504137
"4937","top - bot","pb",-0.911221873656705
"4938","top - bot","pb",-0.874964994125819
"4939","top - bot","pb",-0.766521722733975
"4940","top - bot","pb",-0.87074778814715
"4941","top - bot","pb",-0.409446942253908
"4942","top - bot","pb",-0.711111096159754
"4943","top - bot","pb",-0.983900500964344
"4944","top - bot","pb",-0.825722507750601
"4945","top - bot","pb",-0.469295671588266
"4946","top - bot","pb",-0.655265590199047
"4947","top - bot","pb",-0.837958578998244
"4948","top - bot","pb",-0.875065940113032
"4949","top - bot","pb",-1.11754740094975
"4950","top - bot","pb",-1.10974874420904
"4951","top - bot","pb",-0.919303157400289
"4952","top - bot","pb",-0.929063000676207
"4953","top - bot","pb",-0.904914803354591
"4954","top - bot","pb",-0.533161964911951
"4955","top - bot","pb",-0.901545757054317
"4956","top - bot","pb",-0.838012517012714
"4957","top - bot","pb",-0.782008759439281
"4958","top - bot","pb",-0.627535524588548
"4959","top - bot","pb",-0.766223639208522
"4960","top - bot","pb",-0.885021339955643
"4961","top - bot","pb",-0.428040578583945
"4962","top - bot","pb",-0.637325375645064
"4963","top - bot","pb",-0.530116971911306
"4964","top - bot","pb",-0.475176854451003
"4965","top - bot","pb",-0.815278180104436
"4966","top - bot","pb",-0.570057351007093
"4967","top - bot","pb",-1.03790208931758
"4968","top - bot","pb",-0.761240554813302
"4969","top - bot","pb",-0.47054471323244
"4970","top - bot","pb",-0.631310887289965
"4971","top - bot","pb",-0.743785491476747
"4972","top - bot","pb",-0.713379009148658
"4973","top - bot","pb",-0.759254836861423
"4974","top - bot","pb",-0.725752888546678
"4975","top - bot","pb",-0.935128429602204
"4976","top - bot","pb",-1.29548313433914
"4977","top - bot","pb",-0.779784384463536
"4978","top - bot","pb",-0.69469205175061
"4979","top - bot","pb",-0.543978099106728
"4980","top - bot","pb",-0.872626279147889
"4981","top - bot","pb",-0.768081435694804
"4982","top - bot","pb",-0.550794216687844
"4983","top - bot","pb",-1.18825515435109
"4984","top - bot","pb",-0.463562564446208
"4985","top - bot","pb",-1.29347675621607
"4986","top - bot","pb",-0.932313610577505
"4987","top - bot","pb",-0.788276883679514
"4988","top - bot","pb",-1.0377574489848
"4989","top - bot","pb",-0.18221567798015
"4990","top - bot","pb",-0.368771298842976
"4991","top - bot","pb",-0.304531541438528
"4992","top - bot","pb",-0.606552250455519
"4993","top - bot","pb",-0.307266423922913
"4994","top - bot","pb",-1.1229400556815
"4995","top - bot","pb",-1.13750467333985
"4996","top - bot","pb",-0.704406168114595
"4997","top - bot","pb",-0.872020891638498
"4998","top - bot","pb",-0.739582722475569
"4999","top - bot","pb",-1.05593862331578
"5000","top - bot","pb",-0.851033159627553
"5001","top - bot","pb",-0.652632641326496
"5002","top - bot","pb",-0.56911697962724
"5003","top - bot","pb",-0.99215825565674
"5004","top - bot","pb",-1.03887903158854
"5005","top - bot","pb",-1.55820782173553
"5006","top - bot","pb",-1.05040252233497
"5007","top - bot","pb",-0.562402187890184
"5008","top - bot","pb",-0.95921679068024
"5009","top - bot","pb",-0.499272471464528
"5010","top - bot","pb",-0.917849151739263
"5011","top - bot","pb",-0.856401516948178
"5012","top - bot","pb",-0.750565394029748
"5013","top - bot","pb",-0.920053318874006
"5014","top - bot","pb",-1.23327908708552
"5015","top - bot","pb",-1.00966737723624
"5016","top - bot","pb",-0.845715512086528
"5017","top - bot","pb",-0.871499507526088
"5018","top - bot","pb",-0.775704934086346
"5019","top - bot","pb",-1.12762736135779
"5020","top - bot","pb",-0.868500031560734
"5021","top - bot","pb",-0.65554820923117
"5022","top - bot","pb",-1.02659483020777
"5023","top - bot","pb",-0.924889723194861
"5024","top - bot","pb",-1.287098449448
"5025","top - bot","pb",-0.961759062742482
"5026","top - bot","pb",-0.782102433799921
"5027","top - bot","pb",-0.9315105466817
"5028","top - bot","pb",-1.18871941674281
"5029","top - bot","pb",-0.675593128462892
"5030","top - bot","pb",-0.470341671395669
"5031","top - bot","pb",-0.529517913372577
"5032","top - bot","pb",-0.291597068471527
"5033","top - bot","pb",-0.480974338964156
"5034","top - bot","pb",-0.418121126053373
"5035","top - bot","pb",-0.962167642319576
"5036","top - bot","pb",-1.16435504981469
"5037","top - bot","pb",-0.834439287340244
"5038","top - bot","pb",-1.21240785932582
"5039","top - bot","pb",-1.52562860808127
"5040","top - bot","pb",-1.83015858311521
"5041","top - bot","pb",-2.10787835631071
"5042","top - bot","pb",-1.37881510505115
"5043","top - bot","pb",-1.57251242165932
"5044","top - bot","pb",-0.949237263393589
"5045","top - bot","pb",-1.22971446311295
"5046","top - bot","pb",-1.08762817357679
"5047","top - bot","pb",-0.829231842582776
"5048","top - bot","pb",-1.18342929075187
"5049","top - bot","pb",-1.78609646639975
"5050","top - bot","pb",-1.35534375556922
"5051","top - bot","pb",-0.776261497919893
"5052","top - bot","pb",-0.592819114507736
"5053","top - bot","pb",-0.654291727762796
"5054","top - bot","pb",-0.588130930799912
"5055","top - bot","pb",-0.401464247046463
"5056","top - bot","pb",-0.859456146478404
"5057","top - bot","pb",-0.720670399032255
"5058","top - bot","pb",-0.732970966946018
"5059","top - bot","pb",-0.365502575766524
"5060","top - bot","pb",-0.426647225277955
"5061","top - bot","pb",-0.465954054104144
"5062","top - bot","pb",-0.622936893987253
"5063","top - bot","pb",-0.294767686546473
"5064","top - bot","pb",-0.305620441174685
"5065","top - bot","pb",-0.416315705783423
"5066","top - bot","pb",-0.431034380840185
"5067","top - bot","pb",-0.737276166939823
"5068","top - bot","pb",-0.587934616631945
"5069","top - bot","pb",-0.914947345890478
"5070","top - bot","pb",-1.02603465284355
"5071","top - bot","pb",-0.552293172332998
"5072","top - bot","pb",-1.15239904668374
"5073","top - bot","pb",-1.0080947223956
"5074","top - bot","pb",-1.18166714676328
"5075","top - bot","pb",-0.737715948299849
"5076","top - bot","pb",-0.803321356868011
"5077","top - bot","pb",-1.10965301145561
"5078","top - bot","pb",-0.812809141855224
"5079","top - bot","pb",-0.568411861640408
"5080","top - bot","pb",-0.959290374136141
"5081","top - bot","pb",-1.0162036695078
"5082","top - bot","pb",-1.48686261755451
"5083","top - bot","pb",-1.64779854897593
"5084","top - bot","pb",-1.56353117390063
"5085","top - bot","pb",-1.41000849024876
"5086","top - bot","pb",-0.994906715624814
"5087","top - bot","pb",-1.29902807461724
"5088","top - bot","pb",-1.11230306747383
"5089","top - bot","pb",-0.946510562101759
"5090","top - bot","pb",-0.89498610600855
"5091","top - bot","pb",-1.21168031500971
"5092","top - bot","pb",-0.954245696275233
"5093","top - bot","pb",-1.14139357931229
"5094","top - bot","pb",-1.16013598724303
"5095","top - bot","pb",-1.29478298568974
"5096","top - bot","pb",-1.44688529361786
"5097","top - bot","pb",-1.73156377420229
"5098","top - bot","pb",-1.7235223027003
"5099","top - bot","pb",-1.5855779861246
"5100","top - bot","pb",-1.64790103960259
"5101","top - bot","pb",-1.81680579091797
"5102","top - bot","pb",-1.47085005787695
"5103","top - bot","pb",-1.34913239386428
"5104","top - bot","pb",-0.939845874048922
"5105","top - bot","pb",-0.939268977203011
"5106","top - bot","pb",-1.23111234552808
"5107","top - bot","pb",-1.30678325905127
"5108","top - bot","pb",-1.04315315915486
"5109","top - bot","pb",-1.25484920521536
"5110","top - bot","pb",-1.35717660497878
"5111","top - bot","pb",-1.36142431322212
"5112","top - bot","pb",-1.66950213794803
"5113","top - bot","pb",-1.87054284267057
"5114","top - bot","pb",-1.25983866587043
"5115","top - bot","pb",-0.872953620509388
"5116","top - bot","pb",-0.853842240046582
"5117","top - bot","pb",-1.35490780769479
"5118","top - bot","pb",-1.11256086240795
"5119","top - bot","pb",-0.645205035675513
"5120","top - bot","pb",-0.613936710801602
"5121","top - bot","pb",-0.684603210516611
"5122","top - bot","pb",-0.739324055765932
"5123","top - bot","pb",-0.940388517878711
"5124","top - bot","pb",-1.0509320254892
"5125","top - bot","pb",-1.40623639551578
"5126","top - bot","pb",-1.11198647286157
"5127","top - bot","pb",-0.939302902078999
"5128","top - bot","pb",-1.03240080988153
"5129","top - bot","pb",-1.24648015435856
"5130","top - bot","pb",-1.55378220793511
"5131","top - bot","pb",-1.23612201651819
"5132","top - bot","pb",-1.05826286763901
"5133","top - bot","pb",-0.958267311939054
"5134","top - bot","pb",-0.652747736845855
"5135","top - bot","pb",-1.02086179192982
"5136","top - bot","pb",-0.915604392512778
"5137","top - bot","pb",-1.00639518794258
"5138","top - bot","pb",-0.967358345564543
"5139","top - bot","pb",-0.826133675291879
"5140","top - bot","pb",-1.03033213819193
"5141","top - bot","pb",-0.887225956732526
"5142","top - bot","pb",-1.12450039557049
"5143","top - bot","pb",-1.05323766566347
"5144","top - bot","pb",-0.881568244169861
"5145","top - bot","pb",-0.95122181212799
"5146","top - bot","pb",-1.08441934741979
"5147","top - bot","pb",-1.30298413715013
"5148","top - bot","pb",-1.41578733333878
"5149","top - bot","pb",-0.854027946805007
"5150","top - bot","pb",-1.51354269625559
"5151","top - bot","pb",-1.37018002075057
"5152","top - bot","pb",-1.4480356733126
"5153","top - bot","pb",-1.26269983278182
"5154","top - bot","pb",-1.43876830318557
"5155","top - bot","pb",-1.15712889584581
"5156","top - bot","pb",-0.757020479047613
"5157","top - bot","pb",-0.944799355998461
"5158","top - bot","pb",-0.821093258795038
"5159","top - bot","pb",-0.51993172095532
"5160","top - bot","pb",-0.562270984764423
"5161","top - bot","pb",-0.693955194161118
"5162","top - bot","pb",-0.734576653509193
"5163","top - bot","pb",-0.465485467820789
"5164","top - bot","pb",-0.846686380612692
"5165","top - bot","pb",-0.878512911123546
"5166","top - bot","pb",-0.567953110129734
"5167","top - bot","pb",-0.818393408561748
"5168","top - bot","pb",-0.595900710421088
"5169","top - bot","pb",-0.630426635873659
"5170","top - bot","pb",-0.682864089460444
"5171","top - bot","pb",-1.03026084578779
"5172","top - bot","pb",-0.751821791590103
"5173","top - bot","pb",-0.946226353031945
"5174","top - bot","pb",-0.775816240341258
"5175","top - bot","pb",-1.40605343498296
"5176","top - bot","pb",-1.5675978013154
"5177","top - bot","pb",-1.49479049215527
"5178","top - bot","pb",-1.38716984781181
"5179","top - bot","pb",-0.997199546068154
"5180","top - bot","pb",-0.886124913108483
"5181","top - bot","pb",-0.789039234376027
"5182","top - bot","pb",-1.34052301682632
"5183","top - bot","pb",-0.808580426579189
"5184","top - bot","pb",-0.655097527926253
"5185","top - bot","pb",-0.971493430991073
"5186","top - bot","pb",-1.2451414783506
"5187","top - bot","pb",-1.26599660910832
"5188","top - bot","pb",-0.623946456184099
"5189","top - bot","pb",-0.724272583376217
"5190","top - bot","pb",-0.633260602551368
"5191","top - bot","pb",-0.792535010506818
"5192","top - bot","pb",-0.79069541741687
"5193","top - bot","pb",-0.883829933269001
"5194","top - bot","pb",-1.09921091396971
"5195","top - bot","pb",-0.889158474224599
"5196","top - bot","pb",-0.867161961159643
"5197","top - bot","pb",-0.962560465135323
"5198","top - bot","pb",-0.878932249218018
"5199","top - bot","pb",-1.10702795620167
"5200","top - bot","pb",-1.1026083048687
"5201","top - bot","pb",-0.990682956547474
"5202","top - bot","pb",-0.957763998615543
"5203","top - bot","pb",-1.06408517913982
"5204","top - bot","pb",-0.810041449167649
"5205","top - bot","pb",-1.30028550185134
"5206","top - bot","pb",-1.44765349306437
"5207","top - bot","pb",-0.842573443265956
"5208","top - bot","pb",-0.970233013411705
"5209","top - bot","pb",-0.856189332376865
"5210","top - bot","pb",-1.23979020018506
"5211","top - bot","pb",-0.784472877752642
"5212","top - bot","pb",-0.912862865678915
"5213","top - bot","pb",-0.72010044302875
"5214","top - bot","pb",-0.670530442030302
"5215","top - bot","pb",-0.719290285897754
"5216","top - bot","pb",-0.88283544654171
"5217","top - bot","pb",-1.12981898952844
"5218","top - bot","pb",-0.751797415400224
"5219","top - bot","pb",-0.948643948161239
"5220","top - bot","pb",-1.07112380812851
"5221","top - bot","pb",-0.895093415522069
"5222","top - bot","pb",-0.648270372967757
"5223","top - bot","pb",-0.791084908403875
"5224","top - bot","pb",-0.70990291759457
"5225","top - bot","pb",-1.2166136914109
"5226","top - bot","pb",-0.613967406577397
"5227","top - bot","pb",-1.00555836169583
"5228","top - bot","pb",-0.935106150323729
"5229","top - bot","pb",-1.05651627171687
"5230","top - bot","pb",-1.72036644960034
"5231","top - bot","pb",-1.72283121256916
"5232","top - bot","pb",-0.84394308286866
"5233","top - bot","pb",-1.00569117440496
"5234","top - bot","pb",-0.80298150359129
"5235","top - bot","pb",-0.702027003911006
"5236","top - bot","pb",-0.674487325831657
"5237","top - bot","pb",-1.34072054949522
"5238","top - bot","pb",-1.23218745016386
"5239","top - bot","pb",-1.3112371913535
"5240","top - bot","pb",-0.956705246645565
"5241","top - bot","pb",-0.809114503129049
"5242","top - bot","pb",-1.03260263549436
"5243","top - bot","pb",-0.422304538628596
"5244","top - bot","pb",-0.976783334013871
"5245","top - bot","pb",-0.877090662415351
"5246","top - bot","pb",-0.570382135736475
"5247","top - bot","pb",-0.38253710595422
"5248","top - bot","pb",-0.471026206285938
"5249","top - bot","pb",-0.321443353304372
"5250","top - bot","pb",-0.412072750102786
"5251","top - bot","pb",-0.191648074238719
"5252","top - bot","pb",-1.00292210834911
"5253","top - bot","pb",-0.422495081385171
"5254","top - bot","pb",-0.605282977974825
"5255","top - bot","pb",-0.731344601707935
"5256","top - bot","pb",-1.06606870323723
"5257","top - bot","pb",-1.3016191776419
"5258","top - bot","pb",-1.08144663758458
"5259","top - bot","pb",-1.56163015067011
"5260","top - bot","pb",-1.04507270509564
"5261","top - bot","pb",-1.57284570855303
"5262","top - bot","pb",-1.11437166908908
"5263","top - bot","pb",-1.00047582514548
"5264","top - bot","pb",-1.23589806199992
"5265","top - bot","pb",-0.976484910844131
"5266","top - bot","pb",-1.00218431037272
"5267","top - bot","pb",-0.681421255579568
"5268","top - bot","pb",-0.489578794124814
"5269","top - bot","pb",-0.907450840067735
"5270","top - bot","pb",-0.729425454161224
"5271","top - bot","pb",-1.06171034043754
"5272","top - bot","pb",-1.11908460587369
"5273","top - bot","pb",-1.19594885997741
"5274","top - bot","pb",-1.18332337495211
"5275","top - bot","pb",-0.72323357461432
"5276","top - bot","pb",-1.07626931002395
"5277","top - bot","pb",-1.53001626454578
"5278","top - bot","pb",-1.70386237809706
"5279","top - bot","pb",-1.55708231549331
"5280","top - bot","pb",-1.31377813804769
"5281","top - bot","pb",-1.42843374274205
"5282","top - bot","pb",-0.96842279236518
"5283","top - bot","pb",-1.08210710156237
"5284","top - bot","pb",-0.861902583700008
"5285","top - bot","pb",-0.831147361056575
"5286","top - bot","pb",-0.780562936674098
"5287","top - bot","pb",-0.734737110665257
"5288","top - bot","pb",-0.361899974036541
"5289","top - bot","pb",-0.658780543247776
"5290","top - bot","pb",-0.704889346146377
"5291","top - bot","pb",-0.11838058943266
"5292","top - bot","pb",-0.719583456548678
"5293","top - bot","pb",-0.402123526694938
"5294","top - bot","pb",-0.409542617037752
"5295","top - bot","pb",-0.595459781751882
"5296","top - bot","pb",-0.69883587756563
"5297","top - bot","pb",-0.865122487876836
"5298","top - bot","pb",-0.529148678710322
"5299","top - bot","pb",-0.572505091132833
"5300","top - bot","pb",-0.619135861640014
"5301","top - bot","pb",-0.81603531063524
"5302","top - bot","pb",-0.823408713595
"5303","top - bot","pb",-0.673013314210666
"5304","top - bot","pb",-0.667865536843484
"5305","top - bot","pb",-1.10017923469418
"5306","top - bot","pb",-1.16698506222687
"5307","top - bot","pb",-1.17351320792818
"5308","top - bot","pb",-1.09884247446001
"5309","top - bot","pb",-0.827062423368092
"5310","top - bot","pb",-1.35962337705695
"5311","top - bot","pb",-0.801284948986126
"5312","top - bot","pb",-0.648885101341817
"5313","top - bot","pb",-0.778246554400001
"5314","top - bot","pb",-0.231843730030997
"5315","top - bot","pb",-0.71332613840319
"5316","top - bot","pb",-1.00042448605633
"5317","top - bot","pb",-1.07657176288967
"5318","top - bot","pb",-0.890240333970627
"5319","top - bot","pb",-0.60681575330494
"5320","top - bot","pb",-0.599566956221182
"5321","top - bot","pb",-0.978266156202358
"5322","top - bot","pb",-1.06191578558957
"5323","top - bot","pb",-1.28429038368325
"5324","top - bot","pb",-0.904367983603432
"5325","top - bot","pb",-0.975480644422363
"5326","top - bot","pb",-0.596772812805043
"5327","top - bot","pb",-1.2837495730284
"5328","top - bot","pb",-1.15567716146312
"5329","top - bot","pb",-0.896662403045027
"5330","top - bot","pb",-0.735077375417471
"5331","top - bot","pb",-1.03198919541239
"5332","top - bot","pb",-0.869946464341954
"5333","top - bot","pb",-0.721268556810193
"5334","top - bot","pb",-0.860187859245242
"5335","top - bot","pb",-0.640676936434113
"5336","top - bot","pb",-0.821737230048953
"5337","top - bot","pb",-0.484835566546984
"5338","top - bot","pb",-0.88354454129281
"5339","top - bot","pb",-0.531051040599573
"5340","top - bot","pb",-0.454294332953496
"5341","top - bot","pb",-0.552685593304613
"5342","top - bot","pb",-0.770784299975332
"5343","top - bot","pb",-0.618606250566727
"5344","top - bot","pb",-1.01750264940407
"5345","top - bot","pb",-0.748164962993446
"5346","top - bot","pb",-0.796294437771594
"5347","top - bot","pb",-0.6060424484778
"5348","top - bot","pb",-0.920275342127912
"5349","top - bot","pb",-0.544809975112723
"5350","top - bot","pb",-0.933499255870034
"5351","top - bot","pb",-0.898729568699314
"5352","top - bot","pb",-1.14031932399729
"5353","top - bot","pb",-0.588648193793793
"5354","top - bot","pb",-1.09586106475358
"5355","top - bot","pb",-0.603921209252619
"5356","top - bot","pb",-0.866334447631501
"5357","top - bot","pb",-1.16356367589398
"5358","top - bot","pb",-1.08076938817555
"5359","top - bot","pb",-1.06271772638246
"5360","top - bot","pb",-0.533526488001048
"5361","top - bot","pb",-0.095045939341516
"5362","top - bot","pb",-0.422887979666901
"5363","top - bot","pb",-0.510489077670915
"5364","top - bot","pb",-0.724502704828371
"5365","top - bot","pb",-1.23692781901869
"5366","top - bot","pb",-1.56792092778671
"5367","top - bot","pb",-1.46803067714266
"5368","top - bot","pb",-1.27293274326582
"5369","top - bot","pb",-0.915889326874773
"5370","top - bot","pb",-0.863938539265418
"5371","top - bot","pb",-0.878429093200853
"5372","top - bot","pb",-1.24940397751716
"5373","top - bot","pb",-0.626973903556492
"5374","top - bot","pb",-0.360998906629992
"5375","top - bot","pb",-0.874278111332422
"5376","top - bot","pb",-1.03818902418147
"5377","top - bot","pb",-0.705754789496253
"5378","top - bot","pb",-0.891657185953025
"5379","top - bot","pb",-0.932999852255735
"5380","top - bot","pb",-0.726747221411841
"5381","top - bot","pb",-0.81684448187448
"5382","top - bot","pb",-0.978771128411025
"5383","top - bot","pb",-1.00283218775316
"5384","top - bot","pb",-0.768449145405494
"5385","top - bot","pb",-0.3459202832235
"5386","top - bot","pb",-0.602651577371831
"5387","top - bot","pb",-1.08235253657984
"5388","top - bot","pb",-0.682061983037081
"5389","top - bot","pb",-1.10611378147908
"5390","top - bot","pb",-0.45783169659162
"5391","top - bot","pb",-0.465499518199017
"5392","top - bot","pb",-0.397226333049286
"5393","top - bot","pb",-0.893435032195501
"5394","top - bot","pb",-1.01980576634533
"5395","top - bot","pb",-1.0108627756402
"5396","top - bot","pb",-1.21339345048255
"5397","top - bot","pb",-0.572388204046687
"5398","top - bot","pb",-0.339113566058392
"5399","top - bot","pb",-0.479960483605471
"5400","top - bot","pb",-0.22772893569764
"5401","top - bot","pb",-1.40630226404016
"5402","top - bot","pb",-1.34796862868935
"5403","top - bot","pb",-1.75821728552415
"5404","top - bot","pb",-2.0610360372214
"5405","top - bot","pb",-1.48468353710508
"5406","top - bot","pb",-0.941158158315642
"5407","top - bot","pb",-1.4631075416219
"5408","top - bot","pb",-1.34560787375342
"5409","top - bot","pb",-1.26351600606384
"5410","top - bot","pb",-1.17644073034751
"5411","top - bot","pb",-1.01740043948783
"5412","top - bot","pb",-0.912929372778952
"5413","top - bot","pb",-1.15863271150604
"5414","top - bot","pb",-1.26507264780053
"5415","top - bot","pb",-0.830415982645507
"5416","top - bot","pb",-0.873101897914734
"5417","top - bot","pb",-0.671336321071244
"5418","top - bot","pb",-1.40650686670427
"5419","top - bot","pb",-1.06505746296404
"5420","top - bot","pb",-1.66207972004202
"5421","top - bot","pb",-1.3466415676704
"5422","top - bot","pb",-1.28513665810885
"5423","top - bot","pb",-1.21465160609483
"5424","top - bot","pb",-1.11489480749037
"5425","top - bot","pb",-1.64320473853712
"5426","top - bot","pb",-1.23569533485454
"5427","top - bot","pb",-1.14351331631872
"5428","top - bot","pb",-1.23103041386743
"5429","top - bot","pb",-1.69615392086203
"5430","top - bot","pb",-1.3176108027834
"5431","top - bot","pb",-1.51247487081645
"5432","top - bot","pb",-1.45225196819349
"5433","top - bot","pb",-1.44387090089211
"5434","top - bot","pb",-0.914344843425045
"5435","top - bot","pb",-0.60654567696051
"5436","top - bot","pb",-0.723112139073913
"5437","top - bot","pb",-0.94016821685502
"5438","top - bot","pb",-0.90720223899185
"5439","top - bot","pb",-0.723264273500189
"5440","top - bot","pb",-0.661881758795902
"5441","top - bot","pb",-1.13781578790172
"5442","top - bot","pb",-1.30567016185107
"5443","top - bot","pb",-1.02376035867267
"5444","top - bot","pb",-1.21894494541952
"5445","top - bot","pb",-0.901809513529567
"5446","top - bot","pb",-0.58577769511915
"5447","top - bot","pb",-0.836625019947814
"5448","top - bot","pb",-0.619760703538493
"5449","top - bot","pb",-0.76549671363784
"5450","top - bot","pb",-0.831112042914471
"5451","top - bot","pb",-0.997343214061344
"5452","top - bot","pb",-1.40345531795573
"5453","top - bot","pb",-1.51392375028215
"5454","top - bot","pb",-1.59475593721613
"5455","top - bot","pb",-0.749926054754026
"5456","top - bot","pb",-1.03861648365181
"5457","top - bot","pb",-1.26690953133403
"5458","top - bot","pb",-1.42373106529971
"5459","top - bot","pb",-1.52385189961748
"5460","top - bot","pb",-1.25503304961368
"5461","top - bot","pb",-0.633050811928566
"5462","top - bot","pb",-0.814715804371168
