"","l.blue","h.blue","h.broad","l.broad","nm"
"189",0.0016051095831435,0.61019244543832,0.271052851335253,0.02359511107953,400
"190",0.00120684176782602,0.639877568069369,0.29729541514502,0.025102308992029,401
"191",0.00484341820076937,0.686655435900012,0.324761281474484,0.029060509271884,402.333333333333
"192",0.00364159236675681,0.743997558264749,0.355014796777335,0.0281616479194794,403.333333333333
"193",0.00446187027711016,0.819361633833411,0.392482335079201,0.0272579711707901,404.333333333333
"194",0.0040662776106302,0.890514804724792,0.418460632633877,0.0322049189743761,405.333333333333
"195",0.00407965355781918,0.947754517722427,0.438654549959664,0.0401437910687739,406.666666666667
"196",0.00204484272935885,0.998138866082156,0.45230899156835,0.0368071694692565,407.666666666667
"197",0,1.07643205778159,0.47442955031941,0.0403412195152767,408.666666666667
"198",0.0012329247985521,1.07213086562059,0.468007983334323,0.0433989532994487,409.666666666667
"199",0.00453543783458659,1.16426750090494,0.502072965193046,0.0474984032241696,411
"200",0.00578642011611625,1.18492450863432,0.503294553881702,0.0495978865668797,412
"201",0.00165727564459566,1.26703903148598,0.518955156784274,0.0517070005671221,413
"202",0.00166128841855352,1.2685494645812,0.50020356425141,0.0438580146789666,414
"203",0.00624989550880625,1.29190548125825,0.500533297222489,0.0374993729833962,415.333333333333
"204",0.00751793211446103,1.31720434955784,0.506875687171509,0.0385920513538397,416.333333333333
"205",0.00879198784633197,1.38421474913791,0.537703321779446,0.0411967429656597,417.333333333333
"206",0.0159474326790474,1.34110564356603,0.525226595890649,0.0458278854333599,418.333333333333
"207",0.0231553779364914,1.28143966540881,0.516112323803469,0.053046865827074,419.666666666667
"208",0.019834473089035,1.36493880426846,0.56535633381619,0.0526668561414684,420.666666666667
"209",0.0186125834193686,1.32588218206315,0.561497224008365,0.0416245046385196,421.666666666667
"210",0.0220488555191165,1.36427293440616,0.589775083543232,0.0401967596510661,422.666666666667
"211",0.031050845169472,1.39037602943952,0.619102810087484,0.0515529100451006,424
"212",0.0315504355278942,1.38299628682971,0.643724815118938,0.0491163536989588,425
"213",0.032479392664195,1.39025690007231,0.69430043914079,0.055898744293459,426
"214",0.0402661806370928,1.36326723288038,0.724030906114453,0.0524317075736385,427
"215",0.0610175725804586,1.45614999306702,0.833319566587249,0.0690959553604494,428.333333333333
"216",0.0714969318445263,1.39628985497312,0.873231653358412,0.0785604841408387,429.333333333333
"217",0.081592736798123,1.35960912960379,0.918630606627599,0.0823698104822572,430.333333333333
"218",0.0826477619889401,1.40712141873716,1.00547925809173,0.0856767375314638,431.333333333333
"219",0.0876777741836264,1.46626970750297,1.1006816022394,0.0848998645100309,432.666666666667
"220",0.119204133075409,1.60887512613925,1.271340357657,0.0997138222553081,433.666666666667
"221",0.130816432188974,1.67417779741602,1.37796579007174,0.104653145765714,434.666666666667
"222",0.135925027874253,1.75451457835367,1.47028485542538,0.115907772989471,435.666666666667
"223",0.146862512205331,1.85660519160686,1.56914922372985,0.13362296634518,437
"224",0.14631978453054,1.90753983368374,1.6065187332528,0.133928739723545,438
"225",0.149736661595365,1.97575322921465,1.63275718417592,0.128949689726011,439
"226",0.148753531942,1.99404771657269,1.62064103931149,0.131362169476223,440
"227",0.150532528437558,1.9809970055762,1.58652430106182,0.132822819185737,441.333333333333
"228",0.145548663111035,2.10335568047968,1.62423211251183,0.127798826156195,442.333333333333
"229",0.126308749429102,2.08587336160863,1.54265678941495,0.104604992452583,443.333333333333
"230",0.127485160997006,2.09336429089642,1.52009338773325,0.103771138041071,444.333333333333
"231",0.118836964213066,2.16145897583071,1.53450463863882,0.118479559842336,445.333333333333
"232",0.112919460219665,2.12648179879035,1.48627999046994,0.119372000766306,446.666666666667
"233",0.138321657153689,2.3243539831775,1.59594225642157,0.133651055762551,447.666666666667
"234",0.126928054186246,2.25640497035622,1.52569096493077,0.148532829362893,448.666666666667
"235",0.133526392279565,2.51969038745376,1.66318173555729,0.154277115324085,449.666666666667
"236",0.142518684362677,2.51698176500545,1.62776697359588,0.143876005153923,451
"237",0.16369308953658,2.63592352128004,1.68529064030128,0.145827417147586,452
"238",0.183596448560167,2.86500212921841,1.7887020329414,0.149967396103376,453
"239",0.185823538110457,3.00596899839912,1.8323316709538,0.163415405592807,454
"240",0.205554347818411,3.14498152202517,1.87142388105706,0.171021217410192,455.333333333333
"241",0.202801250489502,3.27921152865162,1.894303305714,0.165353976684236,456.333333333333
"242",0.234902439230517,3.64224949094157,2.09126255069866,0.183884565753927,457.333333333333
"243",0.257026534207201,3.7301033257678,2.10808887292418,0.169389222251713,458.333333333333
"244",0.269107324763692,3.86726579283434,2.17550692811242,0.175841361494269,459.333333333333
"245",0.293919643974536,3.97178559746367,2.22113827154817,0.200198097114649,460.666666666667
"246",0.343187479865938,4.28723833011067,2.37739537305863,0.219528833267849,461.666666666667
"247",0.368994632582493,4.43373739343401,2.43963470168044,0.209978832398301,462.666666666667
"248",0.433982510612028,4.85672013865707,2.6384787720577,0.219921683854603,463.666666666667
"249",0.480601246900933,5.06297797573123,2.75263082250264,0.235499272464287,464.666666666667
"250",0.525924191565563,5.31008125405884,2.90188606839239,0.238418966809813,466
"251",0.572496446560025,5.41166086580673,2.93740571411828,0.255234094971305,467
"252",0.622080288411699,5.6377493304732,3.05534146770271,0.266485110685286,468
"253",0.6817512409194,5.92415480433869,3.20220769185807,0.269312912545487,469
"254",0.695957129622016,5.84368071171877,3.0962071068576,0.264982728087927,470.333333333333
"255",0.717296058467917,5.87354118431163,3.11781455696955,0.255332809263274,471.333333333333
"256",0.733506996672978,5.82262639730734,3.0875171690875,0.247913992648562,472.333333333333
"257",0.75310404722451,5.81595996768139,3.05755019891909,0.256986072096293,473.333333333333
"258",0.750888327218323,5.80921328257629,3.00889470385034,0.263239177799309,474.333333333333
"259",0.720999180089532,5.64711163427979,2.87202775275738,0.24948860516362,475.333333333333
"260",0.690026584074769,5.57030295955159,2.79283836619671,0.237564245973062,476.666666666667
"261",0.659847514024792,5.39210904225383,2.66215168028072,0.237487602002901,477.666666666667
"262",0.61705094497862,5.15129495099125,2.50677546622862,0.217240348256125,478.666666666667
"263",0.575032185282941,5.05769678884482,2.42421779937469,0.199216171289219,479.666666666667
"264",0.540548077567494,4.92448460533098,2.31756974498731,0.195580999340364,480.666666666667
"265",0.515452857842612,4.8396236312285,2.25262811392099,0.204827233139193,482
"266",0.499078733555674,4.7878851803848,2.21806579099493,0.191878814079158,483
"267",0.483117924945265,4.75349194522389,2.19080626456281,0.190528114352353,484
"268",0.466113795186066,4.66417888197356,2.14596017950786,0.206102091477285,485
"269",0.467883094115133,4.65626619333815,2.14935930878117,0.214865187300304,486.333333333333
"270",0.470311825561737,4.75078499498223,2.18284331563306,0.220000334195107,487.333333333333
"271",0.463928505356061,4.66806625672503,2.17527111149055,0.218688157098571,488.333333333333
"272",0.457515089304626,4.64725124581896,2.19884599086619,0.214423380882868,489.333333333333
"273",0.464352856219158,4.68195818812365,2.23661652735085,0.221944924458925,490.333333333333
"274",0.472693406940168,4.62126811615248,2.24067272289848,0.231269808668341,491.333333333333
"275",0.480401277011407,4.58716497099546,2.26296431794117,0.239014462478456,492.666666666667
"276",0.477414435562949,4.52311796380862,2.28735496165405,0.246036816942021,493.666666666667
"277",0.477389021295224,4.42341620430887,2.29554892914401,0.248917186142959,494.666666666667
"278",0.483823838784527,4.29592556776861,2.29050559109943,0.25658078191844,495.666666666667
"279",0.474834890688268,4.14951135774924,2.27623041495885,0.252913106500643,496.666666666667
"280",0.461312511088141,3.9999763797698,2.26341435869555,0.253422327520443,497.666666666667
"281",0.438519954809963,3.78010708766401,2.20020879622894,0.246292029422386,499
"282",0.420338075889368,3.56541239283908,2.16040227885455,0.236553026964216,500
"283",0.393033155207551,3.33443649505984,2.10547911461067,0.228582453921996,501
"284",0.36209065497373,3.09086424847038,2.03793081148957,0.221182497411586,502
"285",0.334049390268388,2.88981737457313,1.99544050026876,0.219200989626698,503
"286",0.308625791817664,2.68213521153611,1.94731490918745,0.212496446793483,504.333333333333
"287",0.285918172622257,2.48562507086435,1.91012603300243,0.208051095789748,505.333333333333
"288",0.261594408629998,2.30006248869253,1.87433663641904,0.202976943115215,506.333333333333
"289",0.239717099244534,2.11438370332201,1.83734758844745,0.19727037723096,507.333333333333
"290",0.217241552098355,1.95982732364862,1.8190155316352,0.190927786640222,508.333333333333
"291",0.197230516957124,1.82029460292004,1.81159551114139,0.185171863635885,509.333333333333
"292",0.181865605348983,1.67841461861622,1.8084613339408,0.179509036945588,510.666666666667
"293",0.172982326917402,1.56588786639943,1.82831283635885,0.182324399208894,511.666666666667
"294",0.156348375543025,1.43715786816305,1.81290827333715,0.180212074949291,512.666666666667
"295",0.144801283955393,1.33947629004987,1.82436735146692,0.183037067827355,513.666666666667
"296",0.137338527546748,1.22817301639388,1.81363012116049,0.187110835986953,514.666666666667
"297",0.128811048404676,1.13647297967431,1.82351696934498,0.184991288820126,515.666666666667
"298",0.117215134733305,1.04184027397909,1.82185253751291,0.181735323957315,517
"299",0.109127388779943,0.952915948276355,1.81685410074778,0.179592502658301,518
"300",0.102569512854462,0.882839747461201,1.83210236615575,0.182438361961019,519
"301",0.0965072145559118,0.799118861037522,1.81157083223334,0.181537895505407,520
"302",0.0867621929138157,0.730422678206844,1.80487574444811,0.173106254772512,521
"303",0.0769790498751479,0.665711681603223,1.79975185833483,0.170924910843285,522
"304",0.0703506160940968,0.61130222824966,1.80703957424878,0.17514153375717,523.333333333333
"305",0.0610169037378732,0.553623200065568,1.79431777638552,0.170426524254531,524.333333333333
"306",0.0537551204664713,0.504283635812849,1.7928781936692,0.168221906280058,525.333333333333
"307",0.0528014178568234,0.46036236146618,1.79412617472026,0.17234382772768,526.333333333333
"308",0.0507856676514952,0.420899446217166,1.77909864569942,0.167592703302834,527.333333333333
"309",0.0455817685804809,0.38260859538238,1.75476558610283,0.167910515003156,528.333333333333
"310",0.0382337106244836,0.346161112572127,1.74502372439737,0.165042184136687,529.333333333333
"311",0.0346034876961081,0.315424099774483,1.72704676421546,0.162263739451966,530.666666666667
"312",0.0336019661962941,0.285350030665892,1.70023282291227,0.160649400473716,531.666666666667
"313",0.0309933287263577,0.262174170838241,1.69850121056833,0.159669079727307,532.666666666667
"314",0.027303917470438,0.239243884488463,1.67589839137279,0.154186827939766,533.666666666667
"315",0.0246732097437334,0.217566753982966,1.65924653278549,0.151257502908424,534.666666666667
"316",0.0214950926800505,0.198829607424808,1.64527469863779,0.152185256285813,535.666666666667
"317",0.0209968398690871,0.183385861503715,1.63675751048934,0.152469360684604,536.666666666667
"318",0.0199695697362096,0.167987259334986,1.63086618969834,0.151552843134052,538
"319",0.0167623601506418,0.152077864406566,1.60895676949796,0.147292480953508,539
"320",0.016793459149066,0.1374625891466,1.57862579059784,0.143665334494217,540
"321",0.015196375114089,0.126523391068746,1.57487362113249,0.144582654614262,541
"322",0.0130495410468854,0.11690213836944,1.56329423496111,0.141587520134424,542
"323",0.0130736176908833,0.105542225992903,1.54496114945641,0.139887709070025,543
